"AnimalID","AnimalCode","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
"Emma","Emma",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","LT","2011-12-16","2013-07-04","BirthGroup",NA,NA,NA,NA,NA
"Engel","Enge","Chouchou","F",NA,"2011-04-07","2009-11-01",NA,"adult","BD","2011-04-07","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born in 2009"
"Engel","Enge","Jc","F",NA,"2011-04-07","2009-11-01",NA,"adult","BD","2011-04-07","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born in 2009"
"Ermelo","Erm","Newmale02","M",NA,"2022-06-16","2018-06-16",NA,"sub-adult"," NH","2022-06-16","2022-09-09","MigrationGroup1",NA,NA,"NO",NA,NA
"Ertjies","Ert","Ja","M",NA,"2011-04-07","2008-04-26",NA,"adult","NH","2012-04-26","2015-12-11","MigrationGroup1",NA,NA,NA,NA,NA
"Ertjies","Ert","Ja","M",NA,"2011-04-07","2008-04-26",NA,"adult","BD","2011-04-07","2012-04-26","BirthGroup",NA,NA,NA,NA,NA
"Ertjies","Ert","Smallballs","M",NA,"2011-04-07","2008-04-26",NA,"adult","NH","2012-04-26","2015-12-11","MigrationGroup1",NA,NA,NA,NA,NA
"Ertjies","Ert","Smallballs","M",NA,"2011-04-07","2008-04-26",NA,"adult","BD","2011-04-07","2012-04-26","BirthGroup",NA,NA,NA,NA,NA
"Etosha","Eto",NA,"M",NA,"2021-06-02","2017-06-02",NA,"adult","KB","2021-06-02","2021-12-10","MigrationGroup1",NA,NA,NA,NA,"First recorded date in Jun 21"
"Evanescence","Evan",NA,"F",NA,"2011-11-01","2011-11-01",NA,"adult","RC","2011-11-01","2011-11-25","BirthGroup",NA,NA,"No",NA,NA
"Everest","Eve",NA,"M",NA,"2015-11-14","2011-11-14",NA,"adult",NA,"2015-11-14","2015-12-07","MigrationGroup1",NA,NA,NA,"dead","Released in BD; found dead 7/12/2015 outside farm"
"Faroe","Far",NA,"M","2014-10-28","2014-10-28","2014-10-28",8.46,"adult","CR","2014-10-28","2016-01-30","BirthGroup","Formentera",NA,NA,"dead","Born 2014, Dead 2016 - prob error logbook as last seen date = 2017 there"
"Feekie","Feek",NA,"F",NA,"2010-11-10","2008-11-01",NA,"adult","BD","2010-11-10","2012-11-13","BirthGroup","Foei",NA,NA,NA,"Born in 2008/2009?. Formed new group Inbetweeners"
"Feekie","Feek",NA,"F",NA,"2010-11-10","2008-11-01",NA,"adult","InBetweeners","2012-11-13","2013-02-01","GroupSplit","Foei",NA,NA,NA,"Born in 2008/2009?. Formed new group Inbetweeners"
"Feniks","Fen",NA,"M",NA,"2017-09-01","2013-09-01",NA,"adult","BD","2017-09-01","2020-01-10","MigrationGroup1",NA,NA,NA,NA,NA
"Fergie","Ferg",NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-04-05","BirthGroup",NA,NA,"No",NA,NA
"Fiji","Fiji",NA,"F",NA,"2018-04-12","2018-04-12",NA,"adult","CR","2018-04-12","2018-07-20","BirthGroup",NA,NA,NA,NA,"seen on last day CR followed 2018/07/20"
"Flatty","Fla",NA,"M",NA,"2015-01-06","2011-11-01",NA,"adult","CR","2015-01-06","2017-04-24","BirthGroup",NA,NA,NA,"migrated","Born 2011, disappeared/ migrated in new group?"
"Flensburg","Fle",NA,"M",NA,"2020-06-16","2016-06-16",NA,"adult","NH","2022-01-18","Stillpresent","MigrationGroup2",NA,NA,NA,NA,"Nickname was RedCoatGuy before he was named"
"Flensburg","Fle",NA,"M",NA,"2020-06-16","2016-06-16",NA,"adult","NH","2020-07-31","2021-11-04","MigrationGroup1",NA,NA,NA,NA,"Nickname was RedCoatGuy before he was named"
"Fluister","Flu","Jack","M",NA,"2019-04-30","2015-04-30",NA,"adult","BD","2019-04-30","2023-01-13","MigrationGroup1",NA,NA,"No",NA,"previously known as Jack, until sept 2019"
"Foei","Foei",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","BD","2010-11-09","2011-04-19","BirthGroup",NA,NA,NA,NA,"Fate unknown - split gp?"
"Formentera","Form",NA,"F",NA,"2014-10-28","2014-10-28",NA,"adult","SplitCR","2017-01-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,NA
"Freyja","Frey",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-04-05","BirthGroup",NA,NA,"Yes",NA,NA
"Fudu","Fud",NA,"M",NA,"2013-06-11","2009-06-11",NA,"adult","AK","2013-06-11","2015-09-11","MigrationGroup1",NA,NA,NA,NA,NA
"Furryglen","Fur","Blackbelly","M",NA,NA,NA,NA,NA,"KB","2022-03-19","Stillpresent","MigrationGroup1",NA,NA,NA,NA,NA
"Gaaf","Gaa",NA,"M","2014-10-20","2014-10-20","2014-10-20",8.49,"adult","CR","2019-06-09","2019-06-18","MigrationGroup1","Gesels","Okucane",NA,"migrated","Immigration date is not clear but last seen was  2019/06/18 during an encounter with BD and he was still with crossing and after that he has no records with crossing."
"Gaaf","Gaa",NA,"M","2014-10-20","2014-10-20","2014-10-20",8.49,"adult","BD","2014-10-20","2019-06-08","BirthGroup","Gesels","Okucane",NA,"migrated","Immigration date is not clear but last seen was  2019/06/18 during an encounter with BD and he was still with crossing and after that he has no records with crossing."
"Gabaroni","Gab",NA,"M","2022-12-15","2022-12-15","2022-12-15",0.31,"baby","NH","2022-12-15","2023-04-05","BirthGroup","Gaya",NA,"Yes",NA,NA
"Gabillou","Gabi",NA,"F","2016-11-14","2016-11-14","2016-11-14",6.41,"adult","NH","2016-11-14","2018-06-08","BirthGroup","Gaya",NA,NA,NA,NA
"Gagasa","Gaga",NA,"F",NA,"2011-01-18","2011-01-18",NA,"adult","AK","2011-01-18","2016-03-03","BirthGroup",NA,NA,NA,"dead","Died in BGE/by poaching dog (see BGE/alarm forms)"
"Galapagos","Gala",NA,"F",NA,"2015-01-06","2015-01-06",NA,"adult","CR","2015-01-06","2023-04-05","BirthGroup",NA,NA,NA,NA,"seen on last day CR followed 2018/07/20"
"Galati","Gala",NA,"F","2015-10-23","2015-10-23","2015-10-23",7.48,"adult","NH","2015-10-23","2016-04-18","BirthGroup","Gaya",NA,NA,"dead","dead, says seen a month later in logbook but likely mistake"
"Galeria","Gale",NA,"F","2021-11-05","2021-11-05","2021-11-05",1.42,"juvenile","NH","2021-11-05","2023-04-05","BirthGroup","Gaya",NA,"Yes",NA,NA
"Gangtok","Gan",NA,"M","2017-11-13","2017-11-13","2017-11-13",5.41,"adult","NH","2017-11-13","2021-12-24","BirthGroup","Gaya",NA,NA,NA,NA
"Garoua","Gar",NA,"M","2012-10-11","2012-10-11","2012-10-11",10.51,"adult","5males","2016-07-14","2016-07-14","MigrationGroup1","Geneva",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
"Garoua","Gar",NA,"M","2012-10-11","2012-10-11","2012-10-11",10.51,"adult","NH","2012-10-11","2016-06-23","BirthGroup","Geneva",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
"Gasket","Gas",NA,"M",NA,"2021-10-25","2021-10-25",NA,"juvenile","CR","2021-10-25","Stillpresent","BirthGroup","Galapagos",NA,"Yes",NA,NA
"Gaya","Gaya",NA,"F","2011-11-14","2011-11-14","2011-11-14",11.43,"adult","NH","2011-11-14","2023-04-05","BirthGroup","Geneva",NA,NA,NA,NA
"Gelosi","Gel",NA,"M",NA,"2012-05-14","2007-11-01",NA,"adult","LT","2012-06-04","2013-10-28","MigrationGroup1","Gagasa",NA,NA,NA,"Probably born in 2007"
"Gelosi","Gel",NA,"M",NA,"2012-05-14","2007-11-01",NA,"adult","AK","2012-05-14","2012-06-01","BirthGroup","Gagasa",NA,NA,NA,"Probably born in 2007"
"Geleza","Gele",NA,"F","2012-09-29","2012-09-29","2012-09-29",10.55,"adult","AK","2012-09-29","2018-01-23","BirthGroup","Gagasa","Yster",NA,NA,"Gele was eaten by rock python 22nd-23rd Jan "
"Geneva","Gene",NA,"F",NA,"2011-01-13","2011-01-13",NA,"adult","NH","2011-01-13","2019-07-23","BirthGroup",NA,NA,NA,NA,"UNK birth date"
"George","Geo",NA,"M",NA,"2019-03-18","2015-03-18",NA,"adult","LT","2019-03-18","2022-03-18","MigrationGroup1",NA,NA,NA,NA,NA
"Fakegeorge","George","Fakegeorge","M",NA,NA,NA,NA,NA,"NH","2023-03-25","Stillpresent","MigrationGroup1",NA,NA,NA,NA,NA
"Gesels","Gese","Littleboks","F",NA,"2011-04-12","2009-11-01",NA,"adult","BD","2011-04-12","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born in 2009"
"Gesels","Gese","Jg","F",NA,"2011-04-12","2009-11-01",NA,"adult","BD","2011-04-12","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born in 2009"
"Ghandaghanda","Gha",NA,"M","2020-11-17","2020-11-17","2020-11-17",2.39,"juvenile","AK","2020-11-17","Stillpresent","BirthGroup","Ghida",NA,NA,NA,NA
"Ghangaan","Ghan",NA,"F",NA,"2012-01-28","2009-11-01",NA,"adult","AK","2012-01-28","2015-11-06","BirthGroup","Gagasa","Sanbonani",NA,"dead","Born in 2009;last seen crossing fence with newborn, presumed dead"
"Ghidigidi","Ghi",NA,"M","2018-11-12","2018-11-12","2018-11-12",4.41,"sub-adult","AK","2018-11-12","2021-01-21","BirthGroup","Ghida",NA,NA,NA,"probably born the day before (Sunday)"
"Ghida","Ghid",NA,"F","2014-10-31","2014-10-31","2014-10-31",8.46,"adult","AK","2014-10-31","2023-04-05","BirthGroup","Ghangaan","Elton",NA,NA,NA
"Ghozololo","Gho",NA,"M","2012-11-05","2012-11-05","2012-11-05",10.45,"adult","AK","2012-11-05","2016-01-28","BirthGroup","Ghangaan","Yster",NA,"dead","Maybe migrated, but probably died"
"Gibela","Gib",NA,"M","2020-11-12","2020-11-12","2020-11-12",2.4,"juvenile","AK","2020-11-12","Stillpresent","BirthGroup","Ginqika",NA,NA,NA,"Probably born during the night"
"Gigolo","Gig",NA,"M",NA,"2010-12-07","2006-12-07",NA,"adult","BD","2010-12-07","2010-12-07","MigrationGroup1",NA,NA,NA,NA,"Individual seen just once"
"Gijima","Giji",NA,"F","2022-12-29","2022-12-29","2022-12-29",0.27,"baby","AK","2022-12-29","2023-04-05","BirthGroup","Ghida",NA,"Yes",NA,NA
"Gilane","Gil",NA,"M","2018-11-20","2018-11-20","2018-11-20",4.39,"sub-adult","AK","2018-11-20","Stillpresent","BirthGroup","Ginqika",NA,NA,NA,NA
"Gino","Gin",NA,"M",NA,"2010-12-24","2007-11-01",NA,"adult","RC","2010-12-24","2011-11-25","BirthGroup",NA,NA,"No",NA,"Probably born in 2007"
"Ginqinka","Ginq",NA,"F","2014-10-18","2014-10-18","2014-10-18",8.49,"adult","AK","2014-10-18","2023-04-05","BirthGroup","Gagasa",NA,NA,NA,NA
"Giya","Giy",NA,"M","2011-10-07","2011-10-07","2011-10-07",11.53,"adult","AK","2011-10-07","2013-09-18","BirthGroup","Gagasa","Sanbonani",NA,"dead","Probably dead"
"Glastonbury","Gla",NA,"M","2013-11-12","2013-11-12","2013-11-12",9.42,"adult","Jacaranda","2018-05-28","2018-05-28","MigrationGroup1","Geneva","Ertjies",NA,NA,"Seen 26th of May 2018 unhabituated gr Jakaranda"
"Glastonbury","Gla",NA,"M","2013-11-12","2013-11-12","2013-11-12",9.42,"adult","NH","2013-11-12","2018-05-14","BirthGroup","Geneva","Ertjies",NA,NA,"Seen 26th of May 2018 unhabituated gr Jakaranda"
"Gloed","Glo",NA,"M","2022-11-04","2022-11-04","2022-11-04",0.42,"baby","BD","2022-11-04","2023-04-05","BirthGroup","Gesels",NA,"Yes",NA,NA
"Gobela","Gobe",NA,"F","2021-11-12","2021-11-12","2021-11-12",1.4,"juvenile","AK","2021-11-12","2023-04-05","BirthGroup","Goduka",NA,"Yes",NA,NA
"Goduka","Godu",NA,"F","2017-10-09","2017-10-09","2017-10-09",5.51,"adult","AK","2017-10-09","2023-04-05","BirthGroup","Geleza",NA,NA,NA,NA
"Goed","Goe",NA,"M","2018-10-26","2018-10-26","2018-10-26",4.46,"sub-adult","BD","2018-10-26","Stillpresent","BirthGroup","Gesels",NA,NA,NA,NA
"Gomonqo","Gom",NA,"M","2021-11-03","2021-11-03","2021-11-03",1.43,"juvenile","AK","2021-11-03","Stillpresent","BirthGroup","Ginqika",NA,"Yes",NA,NA
"Goose","Goos","Crazyeyes","F",NA,"2017-10-10","2017-10-10",NA,"adult","CR","2017-10-10","2018-07-20","BirthGroup","Galapagos",NA,NA,NA,"seen on last day CR followed 2018/07/20"
"Govu","Gov",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","CR","2017-03-01","2017-03-23","MigrationGroup3","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
"Govu","Gov",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","NH","2014-06-20","2017-02-27","MigrationGroup2","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
"Govu","Gov",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","Intaka","2014-01-31","2014-06-13","MigrationGroup1","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
"Govu","Gov",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","AK","2012-01-28","2013-12-19","BirthGroup","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
"Granada","Gran",NA,"F","2014-12-08","2014-12-08","2014-12-08",8.35,"adult","NH","2014-12-08","2023-04-05","BirthGroup","Geneva","Auckland",NA,NA,NA
"Greenbay","Gree",NA,"F","2019-11-06","2019-11-06","2019-11-06",3.43,"juvenile","NH","2019-11-06","2023-04-05","BirthGroup","Granada",NA,NA,NA,NA
"Griffin","Gri",NA,"M","2020-11-23","2020-11-23","2020-11-23",2.37,"juvenile","NH","2020-11-23","Stillpresent","BirthGroup","Granada",NA,NA,NA,NA
"Grimsby","Grim",NA,"F","2022-11-04","2022-11-04","2022-11-04",0.42,"baby","NH","2022-11-04","2023-04-05","BirthGroup","Grisselles",NA,"Yes",NA,NA
"Griselles","Gris",NA,"F","2018-12-13","2018-12-13","2018-12-13",4.33,"adult","NH","2018-12-13","2023-04-05","BirthGroup","Granada",NA,NA,NA,NA
"Grive","Griv",NA,"F","2021-11-03","2021-11-03","2021-11-03",1.43,"juvenile","NH","2021-11-03","2023-04-05","BirthGroup","Granada",NA,"Yes",NA,NA
"Grote","Gro","Ji","M",NA,"2011-04-07","2008-03-21",NA,"adult","NH","2012-05-01","2013-01-25","MigrationGroup1",NA,NA,NA,NA,NA
"Grote","Gro","Ji","M",NA,"2011-04-07","2008-03-21",NA,"adult","BD","2011-04-07","2012-03-21","BirthGroup",NA,NA,NA,NA,NA
"Grote","Gro","Bigballs","M",NA,"2011-04-07","2008-03-21",NA,"adult","NH","2012-05-01","2013-01-25","MigrationGroup1",NA,NA,NA,NA,NA
"Grote","Gro","Bigballs","M",NA,"2011-04-07","2008-03-21",NA,"adult","BD","2011-04-07","2012-03-21","BirthGroup",NA,NA,NA,NA,NA
"Guadalajara","Gua",NA,"M","2022-11-08","2022-11-08","2022-11-08",0.41,"baby","NH","2022-11-08","2023-04-05","BirthGroup","Guatemala",NA,"Yes",NA,NA
"Guatemala","Guat",NA,"F","2016-11-22","2016-11-22","2016-11-22",6.39,"adult","NH","2016-11-22","2023-04-05","BirthGroup","Geneva",NA,NA,NA,NA
"Gubudu","Gub",NA,"M","2020-12-11","2020-12-11","2020-12-11",2.33,"juvenile","AK","2020-12-11","Stillpresent","BirthGroup","Gubha",NA,NA,NA,NA
"Gubane","Guba",NA,"F","2018-11-25","2018-11-25","2018-11-25",4.38,"adult","AK","2018-11-25","2023-02-07","BirthGroup","Gubha",NA,NA,"dissapeared","1/12/2020 she dissapeared and after few days of not being seen she was taken out from the files and forms`, after 6 six weeks she appeared again in the group and had a very large wound on the chick."
"Gubha","Gubh",NA,"F","2014-11-01","2014-11-01","2014-11-01",8.45,"adult","AK","2014-11-01","2023-04-05","BirthGroup","Gugu","Elton",NA,NA,NA
"Gugu","Gugu",NA,"F","2010-11-02","2010-11-02","2010-11-02",12.46,"adult","AK","2010-11-02","2021-03-18","BirthGroup","Gagasa",NA,NA,"dead","Body found floating on the second dam on the 18/03/2021"
"Gunsandroses","Gun",NA,"M",NA,NA,NA,NA,NA,"RC","2010-12-18","2010-12-18","MigrationGroup1",NA,NA,NA,NA,NA
"Gunya","Guny",NA,"F","2016-11-16","2016-11-16","2016-11-16",6.4,"adult","AK","2016-11-16","2019-10-31","BirthGroup","Gugu",NA,NA,"dead","Presumed dead"
"Gusha","Gus",NA,"M","2020-11-16","2020-11-16","2020-11-16",2.39,"juvenile","AK","2020-11-16","2021-03-11","BirthGroup","Gugu",NA,NA,NA,"last seen on the 11/03/2021 and his mom was later on found floating on the second dam 18.03.21 but not sure what happened to him"
"Guyaquil","Guy",NA,"M","2010-11-05","2010-11-05","2010-11-05",12.45,"adult","NH","2010-11-05","2015-04-22","BirthGroup","Geneva",NA,NA,NA,NA
"Guzunga","Guz",NA,"M","2018-11-01","2018-11-01","2018-11-01",4.44,"sub-adult","AK","2018-11-01","Stillpresent","BirthGroup","Gugu",NA,NA,NA,"Probably born few days earlier"
"Haaigranaat","Haai",NA,"F","2021-11-04","2021-11-04","2021-11-04",1.42,"juvenile","BD","2021-11-04","2023-04-05","BirthGroup","Hondjie",NA,"Yes",NA,NA
"Hakie","Haki",NA,"F",NA,"2010-11-23","2010-11-23",NA,"adult","BD","2010-11-23","2014-02-12","BirthGroup",NA,NA,NA,NA,"Fate unknown"
"Halfy","Hal",NA,"M","2012-12-01","2014-10-18","2012-12-01",10.37,"adult","LT","2014-10-18","2015-07-09","BirthGroup",NA,NA,NA,NA,"Only mentioned once on first recorded date and no other data, seen in splinter group July 2015 "
"Hamlet","Ham","Sma","M",NA,"2011-05-14","2014-11-01",NA,"adult","CR","2015-08-18","2015-10-24","MigrationGroup3",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
"Hamlet","Ham","Sma","M",NA,"2011-05-14","2014-11-01",NA,"adult","BD","2014-05-28","2015-05-26","MigrationGroup2",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
"Hamlet","Ham","Sma","M",NA,"2011-05-14","2014-11-01",NA,"adult","AK","2013-05-24","2014-05-14","MigrationGroup1",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
"Hamlet","Ham","Sma","M",NA,"2011-05-14","2014-11-01",NA,"adult","LT","2011-05-14","2013-05-07","BirthGroup",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
"Hamba","Hamb",NA,"F",NA,"2010-12-18","2010-12-18",NA,"adult","AK","2010-12-18","2015-08-22","BirthGroup",NA,NA,NA,"dead","Disappeared - body not found"
"Handi","Han",NA,"M",NA,"2014-12-31","2012-11-01",NA,"adult","BD","2017-05-06","2020-03-04","MigrationGroup1",NA,NA,NA,NA,"Born 2012"
"Handi","Han",NA,"M",NA,"2014-12-31","2012-11-01",NA,"adult","CR","2014-12-31","2017-04-29","BirthGroup",NA,NA,NA,NA,"Born 2012"
"Harry","Har",NA,"M",NA,"2011-06-09","2007-06-09",NA,"adult","LT","2011-06-09","2012-08-28","MigrationGroup1",NA,NA,NA,NA,"First noted in LT logbook 11/06/09"
"Hasie","Has",NA,"M","2015-11-19","2015-11-19","2015-11-19",7.4,"adult","BD","2015-11-19","2016-05-17","BirthGroup","Heerlik",NA,NA,"dead","Don't have the real Last seen Date, approximation, presumed dead"
"Hawai","Haw","Newmale110622","M",NA,"2022-06-11","2018-06-11",NA,"sub-adult","CR","2022-06-11","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Hawai","Haw","Formentera","M",NA,"2022-06-11","2018-06-11",NA,"sub-adult","CR","2022-06-11","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Heelal","Hee",NA,"M","2017-10-30","2017-10-30","2017-10-30",5.45,"adult","BD","2017-10-30","2023-01-20","BirthGroup","Heerlik",NA,NA,NA,NA
"Heerlik","Heer",NA,"F",NA,"2010-11-16","2010-11-16",NA,"adult","BD","2010-11-16","2023-04-05","BirthGroup","Hakie","Auckland",NA,NA,"DOB unconfirmed"
"Heilweis","Hei",NA,"M","2014-10-31","2014-10-31","2014-10-31",8.46,"adult","CR","2021-04-01","2022-12-08","MigrationGroup1","Heerlik",NA,NA,"migrated","Seen with CR but date of immigration might not be exact as gp not habituated/not followed when he probably moved there"
"Heilweis","Hei",NA,"M","2014-10-31","2014-10-31","2014-10-31",8.46,"adult","BD","2014-10-31","2019-06-08","BirthGroup","Heerlik",NA,NA,"migrated","Seen with CR but date of immigration might not be exact as gp not habituated/not followed when he probably moved there"
"Helmet","Hel",NA,"M",NA,"2014-12-31","2012-11-01",NA,"adult","CR","2014-12-31","2018-02-03","BirthGroup",NA,NA,NA,"migrated","Born 2012, likely migrated"
"Heleza","Hele",NA,"F",NA,"2012-05-14","2008-11-01",NA,"adult","AK","2012-05-14","2014-11-01","BirthGroup","Hamba","Sanbonani",NA,"dead","Prob born in 2008; disappeared with fresh wounds (broken tail), no body found, presumed dead"
"Helikopter","Heli",NA,"F","2020-11-19","2020-11-19","2020-11-19",2.39,"juvenile","BD","2020-11-19","2022-09-14","BirthGroup","Heerlik",NA,NA,"dissapeared","Born during the night of 18/11/20. Dissappeared on 14 or 15 sept (BD not followed on the 15th)."
"Hemel","Hem",NA,"M","2021-11-04","2021-11-04","2021-11-04",1.42,"juvenile","BD","2021-11-04","Stillpresent","BirthGroup","Heerlik",NA,"Yes",NA,NA
"Henderson","Hen",NA,"M",NA,"2015-01-06","2011-01-06",NA,"adult","CR","2015-01-06","2015-05-26","MigrationGroup1",NA,NA,NA,NA,NA
"Herskep","Her",NA,"M","2022-12-07","2022-12-07","2022-12-07",0.33,"baby","BD","2022-12-07","2023-04-05","BirthGroup","Heerlik",NA,"Yes",NA,NA
"Hera","Hera",NA,"F",NA,"2022-06-28",NA,NA,NA,NA,"2022-06-28","2023-04-05",NA,NA,NA,"Yes",NA,NA
"Heyi","Hey",NA,"M","2012-10-15","2012-10-15","2012-10-15",10.5,"adult","AK","2012-10-15","2017-04-24","BirthGroup","Heleza","Yster",NA,NA,NA
"Hiasint","Hia",NA,"M","2018-10-26","2018-10-26","2018-10-26",4.46,"sub-adult","BD","2018-10-26","2021-04-08","BirthGroup","Hippie",NA,NA,NA,"Last seen in BD is 08/04/2021 according to logbook but more likely 03/04/2021. "
"Hibe","Hib",NA,"M","2010-11-02","2010-11-02","2010-11-02",12.46,"adult","AK","2010-11-02","2015-05-15","BirthGroup","Hamba","Sanbonani",NA,NA,NA
"Hibiscus","Hibi",NA,"F","2016-11-30","2016-11-30","2016-11-30",6.37,"adult","BD","2016-11-30","2020-02-28","BirthGroup","Hippie",NA,NA,NA,"DOB approx, born before 30/11/2016"
"Hippie","Hipp",NA,"F","2012-10-22","2012-10-22","2012-10-22",10.48,"adult","BD","2012-10-22","2020-03-07","BirthGroup","Hakie","Pik",NA,"dead","assume that she died"
"Hleka","Hlek",NA,"F",NA,"2012-01-28","2009-11-01",NA,"adult","AK","2012-01-28","2015-11-16","BirthGroup","Hamba",NA,NA,"dead","Born in 2009; probably dead body not found"
"Hlokoloza","Hlo","Hlebe","M","2012-12-23","2012-12-23","2012-12-23",10.31,"adult","BD","2017-05-16","2019-11-20","MigrationGroup1","Hleka","Yster",NA,NA,NA
"Hlokoloza","Hlo","Hlebe","M","2012-12-23","2012-12-23","2012-12-23",10.31,"adult","AK","2012-12-23","2017-05-16","BirthGroup","Hleka","Yster",NA,NA,NA
"Hluhluwe","Hlu",NA,"M","2014-10-18","2014-10-18","2014-10-18",8.49,"adult","AK","2014-10-18","2020-02-27","BirthGroup","Hleka",NA,NA,NA,NA
"Hola","Hol",NA,"M","2012-09-11","2012-09-11","2012-09-11",10.6,"adult","AK","2012-09-11","2018-02-15","BirthGroup","Hamba","Sanbonani",NA,NA,NA
"Holey","Hole",NA,"F",NA,"2021-06-01","2021-06-01",NA,"juvenile","CR","2021-06-01","2023-04-05","BirthGroup",NA,NA,NA,NA,NA
"Hondjie","Hond",NA,"F","2016-11-29","2016-11-29","2016-11-29",6.37,"adult","BD","2016-11-29","2023-04-05","BirthGroup","Heerlik",NA,NA,NA,"DOB approx, born before 01/12/2016"
"Huge","Huge",NA,"F",NA,"2015-01-12","2012-11-01",NA,"adult","CR","2015-01-12","2016-01-14","BirthGroup",NA,NA,NA,NA,"Born 2012, fate unknown"
"Humusha","Hum",NA,"M","2014-09-22","2014-09-22","2014-09-22",8.56,"adult","AK","2014-09-22","2016-05-21","BirthGroup","Hamba",NA,NA,"dead","Presumed dead"
"Hwahwaza","Hwa",NA,"M","2011-09-16","2011-09-16","2011-09-16",11.59,"adult","BD","2016-06-08","2017-12-11","MigrationGroup1","Hamba","Sanbonani",NA,NA,"seen once more in BD in Jan 2018"
"Hwahwaza","Hwa",NA,"M","2011-09-16","2011-09-16","2011-09-16",11.59,"adult","AK","2011-09-16","2016-06-04","BirthGroup","Hamba","Sanbonani",NA,NA,"seen once more in BD in Jan 2018"
"Iceland","Icel",NA,"F",NA,"2014-12-30","2014-12-30",NA,"adult","CR","2014-12-30","2018-07-18","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed"
"Idwala","Idwa",NA,"F","2011-11-10","2011-11-10","2011-11-10",11.44,"adult","AK","2011-11-10","2016-02-29","BirthGroup","Isilonda","Sanbonani",NA,NA,"Last seen with Ifamily"
"Idwala","Idwa",NA,"F","2011-11-10","2011-11-10","2011-11-10",11.44,"adult","IFamily","2016-02-29","2016-06-29","GroupSplit","Isilonda","Sanbonani",NA,NA,"Last seen with Ifamily"
"Ifu","Ifu",NA,"M","2010-11-02","2010-11-02","2010-11-02",12.46,"adult","AK","2010-11-02","2015-03-30","BirthGroup","Isilonda",NA,NA,NA,NA
"Iggy","Igg",NA,"M",NA,"2014-08-18","2014-08-18",NA,"adult","LT","2014-08-18","2019-03-15","BirthGroup","India",NA,NA,NA,NA
"Ihlane","Ihl",NA,"M","2014-11-03","2014-11-03","2014-11-03",8.45,"adult","IFamily","2016-04-29","2017-04-07","MigrationGroup1","Isilonda",NA,NA,NA,"Ifamily not followed regurlarly"
"Ihlane","Ihl",NA,"M","2014-11-03","2014-11-03","2014-11-03",8.45,"adult","AK","2014-11-03","2016-02-29","BirthGroup","Isilonda",NA,NA,NA,"Ifamily not followed regurlarly"
"Ijinja","Iji",NA,"M","2012-10-09","2012-10-09","2012-10-09",10.52,"adult","AK","2012-10-09","2016-03-03","BirthGroup","Isilonda","Sanbonani",NA,NA,"29.06.2016 = last recorded date of IFamily"
"Ijinja","Iji",NA,"M","2012-10-09","2012-10-09","2012-10-09",10.52,"adult","IFamily","2016-03-03","2016-06-29","GroupSplit","Isilonda","Sanbonani",NA,NA,"29.06.2016 = last recorded date of IFamily"
"Ilonga","Ilon",NA,"F","2013-11-04","2013-11-04","2013-11-04",9.45,"adult","AK","2013-11-04","2016-01-22","BirthGroup","Isilonda","Quito",NA,NA,"22/01/2016 Last time w/ rest of AK, 29.06.2016 = last recorded date of Ifamily"
