"LH_RowNumber","AnimalCode","AnimalName","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
391,"Smas","Smashy","Mous","F",NA,"2015-06-16","2015-06-16",NA,"adult","CR","2015-06-16","2018-04-07","BirthGroup",NA,NA,NA,NA,"Name Conflict with SMA & Small Eyes, fate unknown"
392,"Tort","Tortuga","broken finger","F",NA,"2015-07-22","2015-07-22",NA,"adult","CR","2015-07-22","2020-07-18","BirthGroup",NA,NA,NA,"dead","born 2012, previously called broken finger when juv, collar found on the ground with a lot of fur. Presumed dead."
393,"Daen","Daenerys",NA,"F",NA,"2015-08-20","2015-08-20",NA,"adult","LT","2015-08-20","2023-11-16","BirthGroup","Diana",NA,NA,NA,NA
394,"Van","Vancouver",NA,"M",NA,"2015-09-01","2011-09-01",NA,"adult","BD","2018-05-29","2019-11-29","MigrationGroup2",NA,NA,NA,NA,"Name conflicts with Vance from LT"
394,"Van","Vancouver",NA,"M",NA,"2015-09-01","2011-09-01",NA,"adult","CR","2015-09-01","2018-05-28","MigrationGroup1",NA,NA,NA,NA,"Name conflicts with Vance from LT"
395,"Pia","Pianosa",NA,"M",NA,"2015-09-26","2011-09-26",NA,"adult","CR","2015-09-26","2016-07-15","MigrationGroup1",NA,NA,NA,NA,"Disappeared"
396,"Robb","Robben",NA,"F",NA,"2015-09-29","2015-09-29",NA,"adult","CR","2015-09-29","2016-01-22","BirthGroup",NA,NA,NA,NA,"Fate unknown"
397,"Mart","Martinique",NA,"F",NA,"2015-10-07","2015-10-07",NA,"adult","CR","2015-10-07","2015-10-07","BirthGroup",NA,NA,"No","dead","Only ever recorded once in logbook, presumed dead?"
398,"Barb","Barbados",NA,"F",NA,"2015-10-08","2015-10-08",NA,"adult","CR","2015-10-08","2017-04-10","BirthGroup",NA,NA,NA,NA,NA
399,"Dulc","Dulcina",NA,"F",NA,"2015-10-08","2015-10-08",NA,"adult","CR","2015-10-08","2015-10-08","BirthGroup",NA,NA,"No","dead","Only recorded on one day, presumed dead"
400,"BZei15","Baby Zeia 2015",NA,NA,"2015-10-15","2015-10-15","2015-10-15",8.09,"adult",NA,NA,NA,NA,"Zeia",NA,NA,"dead","already dead when last seen (carried >/=1 day)"
401,"Lill","Lilly",NA,"F","2015-10-16","2015-10-16","2015-10-16",8.08,"adult","LT","2015-10-16","2023-11-16","BirthGroup","Lizz",NA,NA,NA,NA
402,"BTro15","Baby Troi 2015",NA,"M","2015-10-22","2015-10-22","2015-10-22",8.07,"adult","NH","2015-10-22","2015-12-11","BirthGroup","Troia",NA,NA,"dead","seen with head injury 19/11/15, presumed dead"
403,"Gala","Galati",NA,"F","2015-10-23","2015-10-23","2015-10-23",8.07,"adult","NH","2015-10-23","2016-04-18","BirthGroup","Gaya",NA,NA,"dead","dead, says seen a month later in logbook but likely mistake"
404,"BAmu15","Baby Amur 2015",NA,NA,NA,"2015-10-25",NA,NA,NA,NA,NA,NA,NA,"Amur",NA,NA,"dead","approx. birthdate; presumed dead no body"
405,"Zav","Zave",NA,"M",NA,"2015-10-28","2011-10-28",NA,"adult","CR","2015-10-28","2017-02-17","MigrationGroup1",NA,NA,NA,"migrated","Disappeared, migrated from CR to unk group?"
406,"Joha","Johannesburg",NA,"F","2015-10-30","2015-10-30","2015-10-30",8.05,"adult","NH","2015-10-30","2016-04-13","BirthGroup","Jakarta",NA,NA,NA,"Split group, last seen in Iceland"
406,"Joha","Johannesburg",NA,"F","2015-10-30","2015-10-30","2015-10-30",8.05,"adult","Iceland","2016-04-13","2016-06-25","GroupSplit","Jakarta",NA,NA,NA,"Split group, last seen in Iceland"
407,"BIsi15","Baby Isil 2015",NA,NA,"2015-11-05","2015-11-05","2015-11-05",8.03,"adult",NA,NA,NA,NA,"Isilonda",NA,NA,"dead","no body found but presumed dead."
408,"BGha15","Baby Ghan 2015",NA,NA,"2015-11-06","2015-11-06","2015-11-06",8.03,"adult",NA,NA,NA,NA,"Ghangaan",NA,NA,NA,NA
409,"BSno15","Baby Snortjie 2015",NA,NA,"2015-11-06","2015-11-06","2015-11-06",8.03,"adult",NA,NA,NA,NA,"Snortjie",NA,NA,"dead","Presumed dead"
410,"Nirt","Nirtjies",NA,"F","2015-11-06","2015-11-06","2015-11-06",8.03,"adult","BD","2015-11-06","2016-01-25","BirthGroup","Numbies",NA,NA,"dead","Presumed dead"
411,"Ire","Ireland",NA,"M",NA,"2015-11-08","2011-02-12",NA,"adult","CR","2015-11-08","2015-02-12","BirthGroup","Iceland",NA,NA,"dead","Born 2014, presumed dead"
412,"BNes15","Baby Ness 2015",NA,"F","2015-11-09","2015-11-09","2015-11-09",8.02,"adult","KB","2015-11-09","2016-01-29","BirthGroup","Nessie",NA,NA,"dead","not brand new on birthdate, presumed dead, no body"
413,"Jia","Jiamusi",NA,"M","2015-11-09","2015-11-09","2015-11-09",8.02,"adult","NH","2015-11-09","2016-04-13","BirthGroup","Jinka",NA,NA,NA,"Split group, lsat seen in Iceland"
413,"Jia","Jiamusi",NA,"M","2015-11-09","2015-11-09","2015-11-09",8.02,"adult","Iceland","2016-04-13","2016-07-12","GroupSplit","Jinka",NA,NA,NA,"Split group, lsat seen in Iceland"
414,"Midd","Middag",NA,"F","2015-11-09","2015-11-09","2015-11-09",8.02,"adult","BD","2015-11-09","2016-01-20","BirthGroup","Mielies",NA,NA,"dead","Presumed dead, body not found"
415,"Bri","Brisbane",NA,"M","2015-11-10","2015-11-10","2015-11-10",8.02,"adult","NH","2015-11-10","2016-04-13","BirthGroup","Brasilia",NA,NA,NA,"Prob split group? Not ID'd in Iceland after split"
415,"Bri","Brisbane",NA,"M","2015-11-10","2015-11-10","2015-11-10",8.02,"adult","Iceland","2016-04-13","2016-04-13","GroupSplit","Brasilia",NA,NA,NA,"Prob split group? Not ID'd in Iceland after split"
416,"BMam15","Baby Mamo 2015",NA,NA,"2015-11-11","2015-11-11","2015-11-11",8.01,"adult",NA,NA,NA,NA,"Mamoobi",NA,NA,"dead","Presumed dead, approximate date"
417,"BAar15","Baby Aare 2015",NA,"M","2015-11-12","2015-11-12","2015-11-12",8.01,"adult","KB","2015-11-12","2016-02-13","BirthGroup","Aare",NA,NA,"dead","Presumed dead, no body"
418,"BNko15","Baby Nkos 2015",NA,NA,"2015-11-12","2015-11-12","2015-11-12",8.01,"adult",NA,NA,NA,NA,"Nkosikasi",NA,NA,"dead","Presumed dead, approximate date"
419,"Pap","Papsak",NA,"M","2015-11-12","2015-11-12","2015-11-12",8.01,"adult","BD","2015-11-12","2015-12-29","BirthGroup","Pannekoekie",NA,NA,"dead","Presumed dead, body not found"
420,"Ric","Richard",NA,"M","2015-11-12","2015-11-12","2015-11-12",8.01,"adult","LT","2015-11-12","2016-09-27","BirthGroup","Roxanne",NA,NA,NA,"Fate unknown"
421,"Rasp","Raspberry",NA,"F",NA,"2015-11-13","2015-11-13",NA,"adult","SplitCR","2017-01-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,"Born 2011"
422,"Eve","Everest",NA,"M",NA,"2015-11-14","2011-11-14",NA,"adult",NA,"2015-11-14","2015-12-07","MigrationGroup1",NA,NA,NA,"dead","Released in BD; found dead 7/12/2015 outside farm"
423,"Kil","Kilimanjaro",NA,"M",NA,"2015-11-14","2011-11-14",NA,"adult",NA,"2015-11-14","2015-12-15","MigrationGroup1",NA,NA,NA,NA,"Released in BD with Eve on 14/11/2015"
424,"BGug15","Baby Gugu 2015",NA,NA,"2015-11-16","2015-11-16","2015-11-16",8,"adult",NA,NA,NA,NA,"Gugu",NA,NA,"dead","no body- prob dead. Gugu badly injured"
425,"Ula","Ulaanbaatar",NA,"M","2015-11-16","2015-11-16","2015-11-16",8,"adult","IFamily","2020-12-09","2021-01-15","MigrationGroup1","Uppsala",NA,NA,NA,NA
425,"Ula","Ulaanbaatar",NA,"M","2015-11-16","2015-11-16","2015-11-16",8,"adult","NH","2015-11-16","2020-11-30","BirthGroup","Uppsala",NA,NA,NA,NA
426,"Zhu","Zhukovsky",NA,"M","2015-11-16","2015-11-16","2015-11-16",8,"adult","NH","2015-11-16","2016-03-08","BirthGroup","Zara",NA,NA,"dead","dead, unclear if body found"
427,"BDia15","Baby Diana 2015",NA,"M","2015-11-17","2015-11-17","2015-11-17",8,"adult","LT","2015-11-17","2016-01-19","BirthGroup","Diana",NA,NA,NA,"last seen w/ wound on back unable to walk properly"
428,"Law","Lawrence",NA,"M","2015-11-17","2015-11-17","2015-11-17",8,"adult","LT","2015-11-17","2016-04-12","BirthGroup","Laurel",NA,NA,NA,NA
429,"BIdw15","Baby Idwa 2015",NA,NA,"2015-11-18","2015-11-18","2015-11-18",7.99,"adult",NA,NA,NA,NA,"Idwala",NA,NA,"dead","no body - presumed dead"
430,"Bari","Bari",NA,"F","2015-11-18","2015-11-18","2015-11-18",7.99,"adult","NH","2015-11-18","2016-04-13","BirthGroup","Bogota",NA,NA,NA,"Prob Split group? not ID'd in Iceland after split"
430,"Bari","Bari",NA,"F","2015-11-18","2015-11-18","2015-11-18",7.99,"adult","Iceland","2016-04-13","2016-04-13","GroupSplit","Bogota",NA,NA,NA,"Prob Split group? not ID'd in Iceland after split"
431,"Has","Hasie",NA,"M","2015-11-19","2015-11-19","2015-11-19",7.99,"adult","BD","2015-11-19","2016-05-17","BirthGroup","Heerlik",NA,NA,"dead","Don't have the real Last seen Date, approximation, presumed dead"
432,"Oort","Oortjies",NA,"F","2015-11-20","2015-11-20","2015-11-20",7.99,"adult","BD","2015-11-20","2023-11-16","BirthGroup","Oulik",NA,NA,NA,NA
433,"Add","Adder",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","BD","2015-11-23","2021-10-04","BirthGroup","Asis",NA,NA,NA,NA
434,"Pru","Pruszkow",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","KB","2022-05-14","2023-11-16","MigrationGroup2","Pretoria",NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB."
434,"Pru","Pruszkow",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","IFamily","2020-12-09","2020-12-22","MigrationGroup1","Pretoria",NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB."
434,"Pru","Pruszkow",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","NH","2015-11-23","2020-11-30","BirthGroup","Pretoria",NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB."
435,"Rey","Reykjavik",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","IFamily","2020-12-09","2022-05-22","MigrationGroup1","Reva","Govu",NA,NA,"Rey pops out in every encounter between AK and Ifamily and Noha and Ifamily. He is with Ifamily. And regularly seen during an encounter."
435,"Rey","Reykjavik",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","NH","2015-11-23","2020-11-30","BirthGroup","Reva","Govu",NA,NA,"Rey pops out in every encounter between AK and Ifamily and Noha and Ifamily. He is with Ifamily. And regularly seen during an encounter."
436,"Rosl","Roslin",NA,"F","2015-11-23","2015-11-23","2015-11-23",7.98,"adult","NH","2015-11-23","2021-02-23","BirthGroup","Roma","Babelas",NA,NA,"female instead of male 30/10/17 - recorded as Ros until then. Disappeared with Rennes, Reva and Lima"
437,"BGag15","Baby Gaga 2015",NA,NA,"2015-11-26","2015-11-26","2015-11-26",7.97,"adult",NA,NA,NA,NA,"Gagasa",NA,NA,"dead","seen dead (gele carrying) on 07/03/16"
438,"BTon15","Baby Tonga 2015",NA,"M","2015-11-27","2015-11-27","2015-11-27",7.97,"adult","CR","2015-11-27","2015-12-27","BirthGroup","Tonga",NA,NA,"dead","Born 2015, presumed dead unclear if body found "
439,NA,"Jalitah",NA,NA,NA,"2015-11-27",NA,NA,NA,NA,NA,NA,NA,"Brownie",NA,NA,"dead","Born 2015, presumed dead"
440,"BUmn15","Baby Umnak 2015",NA,"M","2015-11-28","2015-11-28","2015-11-28",7.97,"adult","CR","2015-11-28","2016-01-13","BirthGroup","Umnak",NA,NA,"dead","Born 2015, presumed dead unclear if body found "
441,"Kau","Kauai",NA,"M",NA,"2015-11-28","2011-11-28",NA,"adult","BD","2017-05-15","2018-03-02","MigrationGroup2",NA,NA,NA,NA,"Mispelling Kuaui in logbook < 2017"
441,"Kau","Kauai",NA,"M",NA,"2015-11-28","2011-11-28",NA,"adult","CR","2015-11-28","2017-01-04","MigrationGroup1",NA,NA,NA,NA,"Mispelling Kuaui in logbook < 2017"
442,"Yel","Yell",NA,"M",NA,"2015-11-28","2011-11-28",NA,"adult","CR","2015-11-28","2017-01-03","MigrationGroup1",NA,NA,NA,"migrated","Disappeared, migrated from CR to unk group?"
443,"Rat","Ratel",NA,"M","2015-11-30","2015-11-30","2015-11-30",7.96,"adult","LT","2022-03-17","2023-11-16","MigrationGroup2","Rissiepit",NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
443,"Rat","Ratel",NA,"M","2015-11-30","2015-11-30","2015-11-30",7.96,"adult","LT","2021-05-21","2021-12-18","MigrationGroup1","Rissiepit",NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
443,"Rat","Ratel",NA,"M","2015-11-30","2015-11-30","2015-11-30",7.96,"adult","BD","2015-11-30","2021-04-29","BirthGroup","Rissiepit",NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
444,"BPear15","Baby Pearl 2015",NA,NA,"2015-12-03","2015-12-03","2015-12-03",7.95,"adult",NA,NA,NA,NA,"Pearl",NA,NA,NA,"Mother left group with KB split, After the split the is no records of the baby"
445,"Kate","Kate",NA,"F","2015-12-09","2015-12-09","2015-12-09",7.94,"adult","LT","2015-12-09","2018-02-21","BirthGroup","Kaya",NA,NA,NA,NA
446,"Dio","Dion",NA,"M","2015-12-12","2015-12-12","2015-12-12",7.93,"adult","LT","2015-12-12","2021-03-23","BirthGroup","Digby",NA,NA,NA,NA
447,"BOah15","Baby Oahu 2015",NA,NA,NA,"2015-12-17",NA,NA,NA,NA,NA,NA,NA,"Oahu",NA,NA,"dead","Born 2015, presumed dead unclear if body found "
448,"Puol","Puolka",NA,"F","2015-12-28","2015-12-28","2015-12-28",7.89,"adult","BD","2015-12-28","2023-11-16","BirthGroup","Prinses",NA,NA,NA,"Change of name from Polka to Puolka March 2018"
449,"Alc","Alcatraz",NA,"M",NA,"2016-01-14","2014-07-20",NA,"adult","CR","2016-01-14","2018-07-20","BirthGroup","Antarctica",NA,NA,"migrated","Born 2014, seen on last day CR followed 2018/07/20. Mistakenly identified in BD from immigration date in 2019 until Nov 2020 - it was actually Umbrella - changed in database on 10/11/2020"
449,"Alc","Alcatraz",NA,"M",NA,"2016-01-14","2014-07-20",NA,"adult","Jacaranda","2018-07-20","2018-07-20","GroupSplit","Antarctica",NA,NA,"migrated","Born 2014, seen on last day CR followed 2018/07/20. Mistakenly identified in BD from immigration date in 2019 until Nov 2020 - it was actually Umbrella - changed in database on 10/11/2020"
450,"Jane","Jane",NA,"F","2016-01-15","2016-01-15","2016-01-15",7.84,"adult","LTsplit","2018-02-21","2018-02-21","MigrationGroup1","Jenny",NA,NA,NA,"LTSplit not followed"
450,"Jane","Jane",NA,"F","2016-01-15","2016-01-15","2016-01-15",7.84,"adult","LT","2016-01-15","2018-02-21","BirthGroup","Jenny",NA,NA,NA,"LTSplit not followed"
451,"Ndaw","Ndawonya",NA,"F","2016-02-08","2016-02-08","2016-02-08",7.77,"adult","AK","2016-02-08","2023-11-16","BirthGroup","Ndonsa",NA,NA,NA,NA
452,"Manh","Manhattan",NA,"F",NA,"2016-02-11","2016-02-11",NA,"adult","CR","2016-02-11","2017-01-21","BirthGroup","Martinique",NA,NA,"dead","Born 2014, Dead"
453,"Schn","Schnauzli",NA,"F",NA,"2016-02-11","2016-02-11",NA,"adult","CR","2016-02-11","2018-04-07","BirthGroup",NA,NA,NA,NA,"Fate unknown"
454,"Ber","Bermuda",NA,"M",NA,"2016-02-29","2013-02-12",NA,"adult","SplitCR","2017-02-12","2017-04-10","MigrationGroup1","Barbados",NA,NA,NA,"Born 2014"
454,"Ber","Bermuda",NA,"M",NA,"2016-02-29","2013-02-12",NA,"adult","CR","2016-02-29","2017-02-12","BirthGroup","Barbados",NA,NA,NA,"Born 2014"
455,"Java","Java",NA,"F",NA,"2016-03-28","2016-03-28",NA,"adult","CR","2016-03-28","2018-07-20","BirthGroup","Jamaica",NA,NA,NA,"Born 2012, had first baby 27/11/2015, seen on last day CR followed 2018/07/20"
456,"Umb","Umbrella",NA,"M",NA,"2016-10-19",NA,NA,NA,"BD","2019-05-27","2023-11-16","MigrationGroup1","Umnak",NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. Was mistakenly called Alc when seen in BD but mistake realised in Nov 2020 - changed in database 10/11/2020."
457,"Rob","Robin",NA,"M","2016-10-20","2016-10-20","2016-10-20",7.07,"adult","LT","2016-10-20","2021-04-17","BirthGroup","Rose-Mary",NA,NA,NA,NA
458,"Rein","Reindeer",NA,"F",NA,"2016-11-01","2016-11-01",NA,"adult","SplitCR","2017-02-12","2017-04-10","MigrationGroup1","Raspberry",NA,NA,NA,"Born 2014"
458,"Rein","Reindeer",NA,"F",NA,"2016-11-01","2016-11-01",NA,"adult","CR","2016-11-01","2017-02-12","BirthGroup","Raspberry",NA,NA,NA,"Born 2014"
459,"Rene","Renee",NA,"F","2016-11-01","2016-11-01","2016-11-01",7.04,"adult","LT","2016-11-01","2018-08-14","BirthGroup","Roxanne",NA,NA,NA,"Did she join LT split? "
459,"Rene","Renee",NA,"F","2016-11-01","2016-11-01","2016-11-01",7.04,"adult","LTsplit","2018-08-14","2019-08-21","GroupSplit","Roxanne",NA,NA,NA,"Did she join LT split? "
460,"BAmu16","Baby Amur 2016",NA,NA,"2016-11-03","2016-11-03","2016-11-03",7.03,"adult",NA,NA,NA,NA,"Amur",NA,NA,"dead","deceased, body not found"
461,"Loui","Louise",NA,"F","2016-11-09","2016-11-09","2016-11-09",7.02,"adult","LT","2016-11-09","2023-11-16","BirthGroup","Lizz",NA,NA,NA,NA
462,"Yuko","Yukon",NA,"F","2016-11-09","2016-11-09","2016-11-09",7.02,"adult","KB","2016-11-09","2023-11-16","BirthGroup","Yenissei",NA,NA,NA,NA
463,"Gabi","Gabillou",NA,"F","2016-11-14","2016-11-14","2016-11-14",7,"adult","NH","2016-11-14","2018-06-08","BirthGroup","Gaya",NA,NA,NA,NA
464,"Nah","Nahoon",NA,"M","2016-11-14","2016-11-14","2016-11-14",7,"adult","KB","2016-11-14","2019-05-30","BirthGroup","Nessie",NA,NA,"dead","Probably dead"
465,"Xia","Xiashan",NA,"M","2016-11-14","2016-11-14","2016-11-14",7,"adult","BD","2022-08-09","2023-11-16","MigrationGroup2","Xian",NA,NA,NA,"He was last seen in BD on the 13/06/2022.on the 30/06/2022 he was darted and collared when they were baiting Crossing. He was also seen with an unhabituated troop after."
465,"Xia","Xiashan",NA,"M","2016-11-14","2016-11-14","2016-11-14",7,"adult","BD","2022-02-14","2022-06-14","MigrationGroup1","Xian",NA,NA,NA,"He was last seen in BD on the 13/06/2022.on the 30/06/2022 he was darted and collared when they were baiting Crossing. He was also seen with an unhabituated troop after."
465,"Xia","Xiashan",NA,"M","2016-11-14","2016-11-14","2016-11-14",7,"adult","NH","2016-11-14","2021-11-27","BirthGroup","Xian",NA,NA,NA,"He was last seen in BD on the 13/06/2022.on the 30/06/2022 he was darted and collared when they were baiting Crossing. He was also seen with an unhabituated troop after."
466,"Aara","Aaragon",NA,"F","2016-11-16","2016-11-16","2016-11-16",7,"adult","KB","2016-11-16","2023-11-16","BirthGroup","Aare",NA,NA,NA,NA
467,"Guny","Gunya",NA,"F","2016-11-16","2016-11-16","2016-11-16",7,"adult","AK","2016-11-16","2019-10-31","BirthGroup","Gugu",NA,NA,"dead","Presumed dead"
468,"Mhao","Mhaori",NA,"F","2016-11-17","2016-11-17","2016-11-17",7,"adult","KB","2016-11-17","2019-12-30","BirthGroup","Mara",NA,NA,NA,NA
469,"Nge","Ngenakubo",NA,"M","2016-11-18","2016-11-18","2016-11-18",6.99,"adult","BD","2022-02-07","2023-03-01","MigrationGroup1","Nkosikasi",NA,NA,NA,NA
469,"Nge","Ngenakubo",NA,"M","2016-11-18","2016-11-18","2016-11-18",6.99,"adult","AK","2016-11-18","2021-11-12","BirthGroup","Nkosikasi",NA,NA,NA,NA
470,"Guat","Guatemala",NA,"F","2016-11-22","2016-11-22","2016-11-22",6.98,"adult","NH","2016-11-22","2023-11-16","BirthGroup","Geneva",NA,NA,NA,NA
471,"Raba","Rabat",NA,"F","2016-11-23","2016-11-23","2016-11-23",6.98,"adult","NH","2016-11-23","2023-11-16","BirthGroup","Roma",NA,NA,NA,NA
472,"Yamu","Yamuna",NA,"F","2016-11-23","2016-11-23","2016-11-23",6.98,"adult","KB","2016-11-23","2023-11-16","BirthGroup","Yalu",NA,NA,NA,NA
473,"Hond","Hondjie",NA,"F",NA,"2016-11-29","2016-11-29",NA,"adult","BD","2016-11-29","2023-11-16","BirthGroup","Heerlik",NA,NA,NA,"DOB approx, born before 01/12/2016"
474,"BSie16","Baby Siele 2016",NA,NA,"2016-11-30","2016-11-30","2016-11-30",6.96,"adult",NA,NA,NA,NA,"Siele",NA,NA,"dead","Died start 2017, body not found"
475,"Hibi","Hibiscus",NA,"F",NA,"2016-11-30","2016-11-30",NA,"adult","BD","2016-11-30","2020-02-28","BirthGroup","Hippie",NA,NA,NA,"DOB approx, born before 30/11/2016"
476,"Dil","Dillon",NA,"M","2016-12-05","2016-12-05","2016-12-05",6.95,"adult","LT","2016-12-05","2021-12-11","BirthGroup","Digby",NA,"No",NA,NA
477,"Lua","Luan",NA,"M","2016-12-19","2016-12-19","2016-12-19",6.91,"adult","LT","2016-12-19","2017-01-16","BirthGroup","India",NA,NA,"dead","Mother (India) died, left behind by group, taken to the sanctuary (16/01/17) and named Luan."
478,"Whid","Whidbey",NA,"F",NA,"2016-10-01","2016-10-01",NA,"adult","CR","2016-10-01","2023-11-16","BirthGroup",NA,NA,"No",NA,"No data found but described in description file 2016"
479,"Dewe","Dewey",NA,"F","2017-01-04","2017-01-04","2017-01-04",6.86,"adult","LT","2017-01-04","2023-11-16","BirthGroup","Delilah",NA,NA,NA,NA
480,"Tyl","Tyler","Garry","M",NA,"2017-05-22","2013-05-22",NA,"adult","LT","2017-05-22","2018-02-07","MigrationGroup1",NA,NA,NA,NA,"first named garry then changed for tyler 12/08/17 - was the data changed or still as Gar in some forms?"
481,NA,"New male (look like Rio)",NA,"M",NA,"2017-06-22","2013-06-22",NA,"adult","LT","2017-06-22","2017-07-07","MigrationGroup1",NA,NA,"No",NA,"first apparition 22/06/2017, sure since 7/07/2017 - dif male to that recorded 24th May onwards?"
482,"Dok","Dokos","Denmark","M",NA,"2017-08-22","2014-07-20",NA,"adult","BD","2019-05-30","2022-07-21","MigrationGroup1","Duclina",NA,NA,"dead","Born 2014, seen on last day CR followed 2018/07/20. In BD for three years but found dead in the purgatory on 15/08/2022 by Loic."
482,"Dok","Dokos","Denmark","M",NA,"2017-08-22","2014-07-20",NA,"adult","CR","2017-08-22","2018-07-20","BirthGroup","Duclina",NA,NA,"dead","Born 2014, seen on last day CR followed 2018/07/20. In BD for three years but found dead in the purgatory on 15/08/2022 by Loic."
483,"Fen","Feniks",NA,"M",NA,"2017-09-01","2013-09-01",NA,"adult","BD","2017-09-01","2020-01-10","MigrationGroup1",NA,NA,NA,NA,NA
484,"Kom","Kommunis",NA,"M",NA,"2017-09-04","2013-09-04",NA,"adult","BD","2022-01-20","2023-11-16","MigrationGroup3",NA,NA,NA,"dissapeared","Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022"
484,"Kom","Kommunis",NA,"M",NA,"2017-09-04","2013-09-04",NA,"adult","BD","2019-11-12","2022-08-15","MigrationGroup2",NA,NA,NA,"dissapeared","Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022"
484,"Kom","Kommunis",NA,"M",NA,"2017-09-04","2013-09-04",NA,"adult","AK","2019-10-09","2019-10-09","MigrationGroup1",NA,NA,NA,"dissapeared","Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022"
485,"BNum17","Baby Numbies 2017",NA,NA,"2017-09-25","2017-09-25","2017-09-25",6.14,"adult",NA,NA,NA,NA,"Numbies",NA,NA,"dead","presumed dead, no body found"
486,"Sari","Sari",NA,"F","2017-09-30","2017-09-30","2017-09-30",6.13,"adult","BD","2017-09-30","2023-11-16","BirthGroup","Snortjie",NA,NA,NA,NA
487,"BLBl17","Baby Little Blind 2017",NA,NA,"2017-10-03","2017-10-03","2017-10-03",6.12,"adult",NA,NA,NA,NA,"Little Blind",NA,NA,NA,"Disappeared on the 06/10/2017"
488,"BDig17","Baby Digby 2017",NA,NA,NA,"2017-10-05",NA,NA,NA,NA,NA,NA,NA,"Digby",NA,NA,"dead","Probably dead, noted missing on 2017/10/09"
489,"Cam","Cameron",NA,"M",NA,"2017-10-05",NA,NA,NA,"CR","2017-10-05","2022-01-26","BirthGroup","Chiloe",NA,NA,NA,"Born 2016"
490,"Aar","Aarhus",NA,"M","2017-10-09","2017-10-09","2017-10-09",6.1,"adult","IFamily","2023-01-30","2023-11-16","MigrationGroup1","Aare",NA,NA,NA,NA
490,"Aar","Aarhus",NA,"M","2017-10-09","2017-10-09","2017-10-09",6.1,"adult","KB","2017-10-09","2023-01-30","BirthGroup","Aare",NA,NA,NA,NA
491,"Amg","Amgoun",NA,"M","2017-10-09","2017-10-09","2017-10-09",6.1,"adult","KB","2017-10-09","2019-02-27","BirthGroup","Amur",NA,NA,"dead","found his body the 27th of February"
492,"BGes17","Baby Gese 2017",NA,NA,"2017-10-09","2017-10-09","2017-10-09",6.1,"adult",NA,NA,NA,NA,"Gesels",NA,NA,"dead","Presumed dead, no body found"
493,"Godu","Goduka",NA,"F","2017-10-09","2017-10-09","2017-10-09",6.1,"adult","AK","2017-10-09","2023-11-16","BirthGroup","Geleza",NA,NA,NA,NA
494,"Rocky","Rocky",NA,"M",NA,"2017-10-09","2014-02-21",NA,"adult","LTsplit","2018-02-21","2018-03-03","MigrationGroup1","Rose-Mary",NA,NA,NA,NA
494,"Rocky","Rocky",NA,"M",NA,"2017-10-09","2014-02-21",NA,"adult","LT","2017-10-09","2018-02-21","BirthGroup","Rose-Mary",NA,NA,NA,NA
495,"Ura","Uranium City",NA,"M",NA,"2017-10-09","2015-02-12",NA,"adult","NH","2017-10-09","2019-02-12","BirthGroup","Uppsala",NA,NA,"dead","dead, we did not seen him since the 12/02/2019"
