"NPACID","BatchID","BatchPosition","MSType","Name","Type","Std..Conc","Pred.RT","RT","Height","Area","IS.Height","IS.Area","Response","Primary.Flags","Conc_NonProcessed","Conc_Processed","X.Dev","X.Rec","Hormone","ProcessType","SN","NA_Replace","Peak_Editing","QuantificationCategory"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,5.16,NA,NA,NA,310596,13581,NA,"MM-",33.508,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,5.16,NA,NA,NA,608114,28467,NA,"MM-",0.079,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,5.16,NA,NA,NA,606419,28777,NA,"MM-",0.121,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,5.16,NA,NA,NA,505958,23071,NA,"MM-",10.124,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,5.16,NA,NA,NA,682842,33817,NA,"MM-",0.011,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,5.16,NA,NA,NA,622994,27749,NA,"",0,0,NA,NA,"E2","Low",NA,0,"None","ND"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,5.16,NA,NA,NA,484172,21608,NA,"MM-",0.026,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,5.16,5.17,1097545,50642,765021,35987,1.40724,"MM",5.996,5.95166,NA,NA,"E2","Low",NA,NA,"Modified","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,5.16,5.17,920141,41769,630341,28693,1.45574,"bb",6.157,6.15678,NA,NA,"E2","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,5.16,5.17,542055,25902,481318,23057,1.12341,"MM",4.638,4.75125,NA,NA,"E2","Low",NA,NA,"Modified","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,5.16,5.17,682404,31936,580453,26171,1.22029,"db",5.161,5.16096,NA,NA,"E2","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,5.16,5.17,593421,25653,507721,23879,1.07431,"bb",4.544,4.54358,NA,NA,"E2","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,5.16,5.17,495657,21219,498298,21599,0.9824,"MM",3.423,4.15485,NA,NA,"E2","Low",NA,NA,"Modified","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,5.16,NA,NA,NA,919399,39111,NA,"MM-",0.067,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
138,3,23,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_138","",NA,5.16,NA,NA,NA,914638,40704,NA,"MM-",0.076,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
139,3,24,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_139","",NA,5.16,NA,NA,NA,639052,28814,NA,"MM-",0.432,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
140,3,25,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_140","",NA,5.16,NA,NA,NA,809582,35484,NA,"MM-",3.373,0,NA,NA,"E2","Low",NA,0,"Removed","ND"
122,3,7,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_122","",NA,7.42,NA,NA,NA,2522537,132555,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
127,3,8,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_127","",NA,7.42,NA,NA,NA,849922,44271,NA,"MM-",0.047,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,7.42,NA,NA,NA,785147,39779,NA,"MM-",0.011,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,7.42,NA,NA,NA,3086834,160187,NA,"MM-",0.006,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,7.42,NA,NA,NA,1020077,51878,NA,"MM-",0.01,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,7.42,NA,NA,NA,1092717,57041,NA,"MM-",0.012,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,7.42,NA,NA,NA,3400992,175440,NA,"MM-",0.008,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,7.42,NA,NA,NA,907357,47787,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,7.42,NA,NA,NA,876054,44952,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,7.42,7.43,254721,13570,3016344,156969,0.08645,"bb",0.411,0.41112,NA,NA,"P4","Low",NA,NA,"None","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,7.42,7.43,122934,6749,904927,46742,0.14438,"bb",0.687,0.68662,NA,NA,"P4","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,7.42,7.43,153333,8688,1032005,52712,0.16482,"bb",0.784,0.78381,NA,NA,"P4","Low",NA,NA,"None","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,7.42,7.43,133495,7214,2437498,126134,0.05719,"bb",0.272,0.27197,NA,NA,"P4","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,7.42,7.43,71991,4013,805379,41484,0.09673,"bb",0.46,0.46001,NA,NA,"P4","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,7.42,7.43,80110,4474,972040,50446,0.08868,"bb",0.422,0.42173,NA,NA,"P4","Low",NA,NA,"None","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,7.42,7.43,140149,7252,2017932,103830,0.06985,"bb",0.332,0.33216,NA,NA,"P4","Low",NA,NA,"None","Q"
138,3,23,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_138","",NA,7.42,7.42,107602,5534,2165078,114180,0.04847,"bb",0.231,0.2305,NA,NA,"P4","Low",NA,NA,"None","Q"
139,3,24,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_139","",NA,7.42,NA,NA,NA,1824413,96987,NA,"MM-",0.006,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
140,3,25,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_140","",NA,7.42,NA,NA,NA,1988748,104519,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
122,3,7,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_122","",NA,5.3,5.32,121152,5366,757847,36473,0.14712,"MM",0.287,0.28293,NA,NA,"T","Low",NA,NA,"Modified","Q"
127,3,8,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_127","",NA,5.3,5.31,1929375,95132,552627,25390,3.74678,"bb",7.205,7.20535,NA,NA,"T","Low",NA,NA,"None","Q"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,5.3,5.32,1291686,62374,417579,19830,3.14543,"bb",6.049,6.04891,NA,NA,"T","Low",NA,NA,"None","Q"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,5.3,5.31,73471,3102,1568069,72851,0.04258,"bb",0.082,0.08189,NA,NA,"T","Low",NA,NA,"None","Q"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,5.3,5.31,657689,31702,1178822,54974,0.57667,"bb",1.109,1.10897,NA,NA,"T","Low",NA,NA,"None","Q"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,5.3,5.31,493441,22654,986757,43570,0.51996,"bb",1,0.99992,NA,NA,"T","Low",NA,NA,"None","Q"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,5.3,5.31,61009,2862,1716099,77295,0.03703,"bb",0.071,0.07121,NA,NA,"T","Low",NA,NA,"None","Q"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,5.3,5.31,513979,25001,1255665,56782,0.44031,"bb",0.847,0.84674,NA,NA,"T","Low",NA,NA,"None","Q"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,5.3,5.31,374681,17513,852922,39701,0.44111,"bb",0.848,0.8483,NA,NA,"T","Low",NA,NA,"None","Q"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,5.3,5.31,117288,5333,1443715,68667,0.07766,"bb",0.149,0.14935,NA,NA,"T","Low",NA,NA,"None","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,5.3,5.31,1549874,68652,1017739,51235,1.33995,"bb",2.577,2.57683,NA,NA,"T","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,5.3,5.31,1189473,55411,864201,41038,1.35025,"bb",2.597,2.59663,NA,NA,"T","Low",NA,NA,"None","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,5.3,5.31,71167,4011,1135138,51641,0.07767,"bb",0.149,0.14936,NA,NA,"T","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,5.3,5.31,1064128,47572,865854,39029,1.21891,"bb",2.344,2.34406,NA,NA,"T","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,5.3,5.31,832625,37951,755227,33698,1.12623,"bb",2.166,2.16583,NA,NA,"T","Low",NA,NA,"None","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,5.3,5.31,26793,1301,1187522,55559,0.02341,"bb",0.045,0.04502,NA,NA,"T","Low",NA,NA,"None","Q"
138,3,23,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_138","",NA,5.3,NA,NA,NA,996169,45479,NA,"",0,0,NA,NA,"T","Low",NA,0,"None","ND"
139,3,24,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_139","",NA,5.3,5.31,16718443,762373,942857,43390,17.57017,"bb",33.789,33.78882,NA,NA,"T","Low",NA,NA,"None","Q"
140,3,25,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_140","",NA,5.3,5.31,19628694,910647,1490893,66175,13.76111,"bb",26.464,26.4637,NA,NA,"T","Low",NA,NA,"None","Q"
122,3,7,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_122","",NA,5.78,5.79,280938,14532,3031718,144899,0.10029,"bb",NA,0.9411,NA,NA,"A4","Low",NA,NA,"None","Q"
127,3,8,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_127","",NA,5.78,5.79,358286,17012,1558227,74816,0.22739,"bb",NA,2.13374,NA,NA,"A4","Low",NA,NA,"None","Q"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,5.78,5.79,364917,17165,1152247,54773,0.31338,"bb",NA,2.94072,NA,NA,"A4","Low",NA,NA,"None","Q"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,5.78,5.79,166362,7676,3610350,176511,0.04349,"bb",NA,0.40809,NA,NA,"A4","Low",NA,NA,"None","Q"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,5.78,5.79,281968,13445,2373479,114191,0.11775,"bb",NA,1.1049,NA,NA,"A4","Low",NA,NA,"None","Q"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,5.78,5.78,180758,9412,2257282,110763,0.08498,"bb",NA,0.7974,NA,NA,"A4","Low",NA,NA,"None","Q"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,5.78,5.78,110704,5534,4303058,196912,0.0281,"bb",NA,0.26372,NA,NA,"A4","Low",NA,NA,"None","Q"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,5.78,5.79,124988,6242,2342830,112024,0.05572,"bb",NA,0.5229,NA,NA,"A4","Low",NA,NA,"None","Q"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,5.78,5.78,189781,9575,2352415,110346,0.08677,"bb",NA,0.81423,NA,NA,"A4","Low",NA,NA,"None","Q"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,5.78,5.79,677889,32263,3769666,174844,0.18453,"bb",NA,1.73157,NA,NA,"A4","Low",NA,NA,"None","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,5.78,5.79,605846,28682,2265311,109598,0.2617,"bb",NA,2.45575,NA,NA,"A4","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,5.78,5.79,957101,45237,2276193,107048,0.42259,"bb",NA,3.96549,NA,NA,"A4","Low",NA,NA,"None","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,5.78,5.79,441643,21137,3159768,147625,0.14318,"bb",NA,1.34357,NA,NA,"A4","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,5.78,5.79,519756,25298,1928076,91191,0.27742,"bb",NA,2.60322,NA,NA,"A4","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,5.78,5.79,425534,20357,1894032,89872,0.22651,"bb",NA,2.12553,NA,NA,"A4","Low",NA,NA,"None","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,5.78,5.79,540897,25752,4183821,198180,0.12994,"bb",NA,1.21935,NA,NA,"A4","Low",NA,NA,"None","Q"
138,3,23,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_138","",NA,5.78,5.79,237960,11931,4177999,195597,0.061,"bb",NA,0.57238,NA,NA,"A4","Low",NA,NA,"None","Q"
139,3,24,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_139","",NA,5.78,NA,NA,NA,2541976,122434,NA,"",NA,0,NA,NA,"A4","Low",NA,0,"None","ND"
140,3,25,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_140","",NA,5.78,5.79,103808,8261,3280454,151675,0.05447,"MM",NA,0.51111,NA,NA,"A4","Low",NA,NA,"Modified","Q"
122,3,7,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_122","",NA,5.77,5.79,165897,8245,280832,13338,0.61814,"bb",13.978,13.97772,NA,NA,"DHEA","Low",NA,NA,"None","Q"
127,3,8,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_127","",NA,5.77,5.79,1766411,83498,192312,8938,9.3416,"bb",211.238,211.23757,NA,NA,"DHEA","Low",NA,NA,"None","Q"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,5.77,5.78,1069796,51728,126079,5903,8.76247,"bb",198.142,198.14191,NA,NA,"DHEA","Low",NA,NA,"None","Q"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,5.77,5.78,48079,2422,341561,16091,0.15052,"bb",3.404,3.40371,NA,NA,"DHEA","Low",NA,NA,"None","Q"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,5.77,5.79,453912,21659,267438,12409,1.74541,"bb",39.468,39.4681,NA,NA,"DHEA","Low",NA,NA,"None","Q"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,5.77,5.78,445243,20582,244906,12396,1.66035,"bb",37.545,37.54467,NA,NA,"DHEA","Low",NA,NA,"None","Q"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,5.77,5.79,36367,2016,346510,16721,0.12055,"bb",2.726,2.72584,NA,NA,"DHEA","Low",NA,NA,"None","Q"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,5.77,5.78,224751,10563,242129,12521,0.84362,"bb",19.076,19.0763,NA,NA,"DHEA","Low",NA,NA,"None","Q"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,5.77,5.78,208469,10026,241168,11904,0.84223,"bb",19.045,19.04498,NA,NA,"DHEA","Low",NA,NA,"None","Q"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,5.77,5.8,468448,26208,350518,16798,1.56012,"bb",35.278,35.27824,NA,NA,"DHEA","Low",NA,NA,"None","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,5.77,5.79,1214630,68279,260129,12558,5.43708,"bb",122.946,122.94629,NA,NA,"DHEA","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,5.77,5.79,1203853,64395,271433,12780,5.03857,"bb",113.935,113.935,NA,NA,"DHEA","Low",NA,NA,"None","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,5.77,5.81,399287,21780,303079,14033,1.552,"bb",35.095,35.09474,NA,NA,"DHEA","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,5.77,5.79,2425153,127371,233595,10687,11.91843,"bb",269.506,269.50632,NA,NA,"DHEA","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,5.77,5.78,2489409,123952,246406,11396,10.87704,"bb",245.958,245.95768,NA,NA,"DHEA","Low",NA,NA,"None","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,5.77,5.81,28930,1816,352675,16379,0.11085,"db",2.507,2.50654,NA,NA,"DHEA","Low",NA,NA,"None","Q"
138,3,23,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_138","",NA,5.77,5.79,23174,1601,346570,16732,0.09567,"bb",2.163,2.1634,NA,NA,"DHEA","Low",NA,NA,"None","Q"
139,3,24,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_139","",NA,5.77,5.79,2092351,103682,259888,12506,8.29083,"bb",187.477,187.47702,NA,NA,"DHEA","Low",NA,NA,"None","Q"
140,3,25,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_140","",NA,5.77,5.79,639063,30908,319613,15357,2.01258,"bb",45.51,45.50954,NA,NA,"DHEA","Low",NA,NA,"None","Q"
122,3,7,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_122","",NA,3.56,3.57,5513659,221276,430755,17053,12.97539,"bb",56.183,58.32104,NA,NA,"Cort","Low",NA,NA,"None","Q"
127,3,8,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_127","",NA,3.56,3.56,6257651,249364,313202,11964,20.84368,"bb",78.947,93.687,NA,NA,"Cort","Low",NA,NA,"None","Q"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,3.56,3.56,6032114,233747,390047,18967,12.32401,"bb",45.13,55.39328,NA,NA,"Cort","Low",NA,NA,"None","Q"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,3.56,3.56,1033686,42301,570624,23832,1.77499,"bd",7.978,7.97814,NA,NA,"Cort","Low",NA,NA,"None","Q"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,3.56,3.57,1103469,44961,624966,43632,1.03046,"bb",4.632,4.63165,NA,NA,"Cort","Low",NA,NA,"None","Q"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,3.56,3.57,1221691,47990,600987,42289,1.13482,"MM",5.422,5.10071,NA,NA,"Cort","Low",NA,NA,"Modified","Q"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,3.56,3.56,1421043,57910,595064,23762,2.43711,"bb",10.954,10.9542,NA,NA,"Cort","Low",NA,NA,"None","Q"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,3.56,3.57,1489510,59998,508591,23166,2.58987,"bb",11.641,11.64078,NA,NA,"Cort","Low",NA,NA,"None","Q"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,3.56,3.57,1520926,60621,481085,21316,2.84386,"bb",12.782,12.7824,NA,NA,"Cort","Low",NA,NA,"None","Q"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,3.56,3.57,8712321,356378,496402,19588,18.19324,"bb",81.774,81.77394,NA,NA,"Cort","Low",NA,NA,"None","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,3.56,3.56,11507151,471227,442268,18034,26.12966,"bb",117.446,117.44611,NA,NA,"Cort","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,3.56,3.56,12301628,493172,463893,19434,25.37639,"bb",114.06,114.06034,NA,NA,"Cort","Low",NA,NA,"None","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,3.56,3.57,8057079,318617,421881,16687,19.09318,"bb",85.819,85.81895,NA,NA,"Cort","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,3.56,3.56,9777074,395822,376572,14030,28.2117,"bb",126.804,126.80436,NA,NA,"Cort","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,3.56,3.56,10643464,423452,437122,17154,24.68477,"bb",110.952,110.95171,NA,NA,"Cort","Low",NA,NA,"None","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,3.56,3.56,10879138,452612,641708,26060,17.36839,"bb",78.066,78.06644,NA,NA,"Cort","Low",NA,NA,"None","Q"
138,3,23,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_138","",NA,3.56,3.56,9874275,410862,599716,23916,17.17913,"bb",77.216,77.21579,NA,NA,"Cort","Low",NA,NA,"None","Q"
139,3,24,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_139","",NA,3.56,3.56,13120731,522073,591245,25003,20.88041,"bb",93.852,93.85209,NA,NA,"Cort","Low",NA,NA,"None","Q"
140,3,25,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_140","",NA,3.56,3.56,2515657,106961,540704,20861,5.12734,"bb",23.046,23.04609,NA,NA,"Cort","Low",NA,NA,"None","Q"
122,3,7,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_122","",NA,3.62,3.64,9296172,382933,430755,17053,22.45482,"bb",74.562,77.39971,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
127,3,8,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_127","",NA,3.62,3.64,8816278,355740,313202,11964,29.73532,"bb",86.369,102.49492,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
132,3,9,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_132","",NA,3.62,3.63,7560782,299858,390047,18967,15.80966,"MM",43.064,54.49445,NA,NA,"Cortisone","Low",NA,NA,"Modified","Q"
123,3,10,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_123","",NA,3.62,3.63,5282585,217233,570624,23832,9.11529,"bb",31.42,31.41958,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
128,3,11,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_128","",NA,3.62,3.63,4361022,178211,624966,43632,4.08438,"bb",14.078,14.07848,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
133,3,12,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_133","",NA,3.62,3.64,4580991,183749,600987,42289,4.34506,"bb",14.977,14.97702,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
124,3,13,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_124","",NA,3.62,3.63,3818671,153983,595064,23762,6.48031,"bb",22.337,22.33705,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
129,3,14,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_129","",NA,3.62,3.63,3317170,136183,508591,23166,5.87844,"bb",20.262,20.26244,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
134,3,15,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_134","",NA,3.62,3.63,3450658,140125,481085,21316,6.57356,"bb",22.658,22.65846,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
125,3,16,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_125","",NA,3.62,3.63,21352734,858214,496402,19588,43.81216,"bb",151.017,151.0165,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
130,3,17,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_130","",NA,3.62,3.63,20174166,821163,442268,18034,45.53365,"bb",156.95,156.9503,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
135,3,18,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_135","",NA,3.62,3.63,21457306,861716,463893,19434,44.33999,"bb",152.836,152.83586,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
126,3,19,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_126","",NA,3.62,3.64,23471176,961206,421881,16687,57.60045,"bb",198.543,198.54346,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
131,3,20,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_131","",NA,3.62,3.63,18996000,786359,376572,14030,56.04678,"bb",193.188,193.18811,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
136,3,21,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_136","",NA,3.62,3.64,20230840,829528,437122,17154,48.35655,"bb",166.681,166.6806,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
137,3,22,"Analyte","221230_Steroids_test_solvolyse_PVuilloud_sample_137","",NA,3.62,3.63,28990714,1177878,641708,26060,45.1995,"bb",155.799,155.79853,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
