"","AnimalID","Date","Time","Treatment","Gr","Nurse","IGE","TotalVol","Tubes","DataSource","SampleID","BoxID","BoxPosition","low.volume","notes"
"433","Rhe","21/12/2018","10:49:00","IGE","Unknown",NA,"Yes","04-May",2,"FieldSeason2018_IGE.csv","415",6,28,"",""
"434","Bas","06/12/2018","09:52:00","IGE","No",NA,"Yes","01-Jan",1,"FieldSeason2018_IGE.csv","407",6,29,"",""
"435","Hlo","05/12/2018","08:23:00","IGE","No",NA,"Yes","6",2,"FieldSeason2018_IGE.csv","402",6,30,"",""
"436","Ubu","20/11/2018","06:39:00","IGE","No",NA,"Yes","0.4",1,"FieldSeason2018_IGE.csv","385",6,31,"",""
"437","Neu","30/11/2018","09:17:00","IGE","Yes",NA,"Yes","0.35",1,"FieldSeason2018_IGE.csv","399",6,32,"",""
"438","Hlo","29/12/2018","07:30:00","IGE","No",NA,"Yes","0.3",1,"FieldSeason2018_IGE.csv","422",6,33,"",""
"439","Han","28/11/2018","17:07:00","IGE","Unknown",NA,"Yes","0.25",1,"FieldSeason2018_IGE.csv","396",6,34,"",""
"440","Ubu","06/12/2018","09:00:00","IGE","No",NA,"Yes","2",2,"FieldSeason2018_IGE.csv","404",6,35,"",""
"441","Bin/Kom","21/11/2018","14:21:00","IGE","Unknown",NA,"Yes","04-May",2,"FieldSeason2018_IGE.csv","388",6,36,"",""
"442","Gugu","04/08/2018","06:56:00","grooming","Yes","No","No","06-Jun",2,"2018_AK","333",6,37,"",""
"443","Ouli","04/11/2018","06:26:00","grooming","Yes","No","No","1",1,"FieldSeason2018_grooming.csv","350",6,38,"",""
"444","Ubu","07/11/2018","07:33:00","grooming","Yes",NA,"No","0.4",1,"FieldSeason2018_grooming.csv","352",6,39,"",""
"445","Ndon","07/08/2018","08:20:00","grooming","Yes","No","No","0.4",1,"2018_AK","337",6,40,"",""
"446","Nkos","06/08/2018","11:12:00","grooming","Yes","No","No","0.4",1,"2018_AK","336",6,41,"",""
"447","Bin","18/07/2018","09:02:00","grooming","Yes",NA,"No","0.2",1,"FieldSeason2018_grooming.csv","323",6,42,"",""
"448","Boc","18/07/2018","10:36:00","grooming","Yes",NA,"No","03-Jul",2,"FieldSeason2018_grooming.csv","324",6,43,"",""
"449","Nooi","07/01/2019","06:35:00","nursing","No","Yes","No","0.27",1,"FieldSeason2018_nursing.csv","570",6,44,"",""
"450","Hlo","02/11/2018","14:57:00","grooming","Yes","No","No","01-May",1,"FieldSeason2018_grooming.csv","347",6,45,"",""
"451","Siel","20/07/2018","10:00:00","grooming","Yes","Yes","No","0.3",1,"FieldSeason2018_grooming.csv","327",6,46,"",""
"452","Heer","13/11/2018","12:23:00","grooming","Yes","No","No","0.3",1,"FieldSeason2018_grooming.csv","355",6,47,"",""
"453","Heer","22/12/2018","13:27:00","grooming","Yes","No","No","6",3,"FieldSeason2018_grooming.csv","365",6,48,"",""
"454","Hlo","07/11/2018","10:22:00","grooming","Yes",NA,"No","0.4",1,"FieldSeason2018_grooming.csv","353",6,49,"",""
"455","Pal","03/11/2018","14:44:00","grooming","Yes",NA,"No","01-May",1,"FieldSeason2018_grooming.csv","349",6,50,"",""
"456","Vin","03/08/2018","11:57:00","grooming","Yes",NA,"No","02-Apr",2,"FieldSeason2018_grooming.csv","332",6,51,"",""
"457","Ubu","05/09/2018","11:15:00","grooming","Yes","Yes","No","2",2,"FieldSeason2018_grooming.csv","341",6,52,"",""
"458","Nooi","19/11/2018","11:14:00","grooming","Yes","No","No","0.9",1,"FieldSeason2018_grooming.csv","357",6,53,"",""
"459","Ouli","14/09/2018","15:41:00","grooming","Yes","Yes","No","0.2",1,"FieldSeason2018_grooming.csv","344",6,54,"",""
"460","Vin","18/07/2018","12:58:00","grooming","Yes",NA,"No","01-May",1,"FieldSeason2018_grooming.csv","325",6,55,"",""
"461","Pal","04/01/2019","08:56:00","grooming","Yes",NA,"No","01-Jun",1,"FieldSeason2018_grooming.csv","370",6,56,"",""
"462","Hlo","02/01/2019","11:25:00","grooming","Yes",NA,"No","03-Apr",1,"FieldSeason2018_grooming.csv","369",6,57,"",""
"463","Ati","16/11/2018","10:05:00","grooming","Yes",NA,"No","0.5",1,"2018_AK","356",6,58,"",""
"464","Boc","04/01/2019","12:52:00","grooming","Yes",NA,"No","01-May",1,"FieldSeason2018_grooming.csv","371",6,59,"",""
"465","Ubu","05/09/2018","11:15:00","grooming","Yes","Yes","No","2",2,"FieldSeason2018_grooming.csv","341",6,60,"",""
"466","Boc","18/09/2018","07:24:00","grooming","Yes","No","No","0.3",1,"FieldSeason2018_grooming.csv","346",6,61,"",""
"467","Gugu","16/11/2018","07:38:00","grooming","Yes","ToCheck","No","01-Jul",1,"AKnursing2018.csv","473",6,62,"","Gunya grooms Gugu (Check data!)"
"468","Ghid","16/11/2018","10:55:00","grooming","Yes","ToCheck","No","03-Jan",2,"AKnursing2018.csv","474",6,63,"",""
"469","Ubu","17/07/2017","11:08:00","grooming","Yes",NA,"No","04-Jul",2,"FieldSeason2018_grooming.csv","321",6,64,"","tube was right, date in file wrong, it's 2017!"
"470","Bas","06/08/2018","10:30:00","grooming","Yes",NA,"No","2",1,"FieldSeason2018_grooming.csv","335",6,65,"",""
"471","Ghid","16/11/2018","10:55:00","grooming","Yes","ToCheck","No","03-Jan",2,"AKnursing2018.csv","474",6,66,"",""
"472","Nkos","03/11/2018","10:56:00","grooming","Yes","Yes","No","1",1,"AKnursing2018.csv","443",6,67,"","Nkos gr Nakhu (10:35) for 3 min and Nyan (10:47)"
"473","Heer","07/09/2018","07:08:00","grooming","Yes","Yes","No","01-Mar",1,"FieldSeason2018_grooming.csv","342",6,68,"",""
"474","Gugu","04/08/2018","06:56:00","grooming","Yes","No","No","06-Jun",2,"2018_AK","333",6,69,"",""
"475","Hipp","03/08/2018","08:34:00","grooming","Yes","ToCheck","No","03-Aug",2,"FieldSeason2018_grooming.csv","331",6,70,"",""
"476","Vin","03/08/2018","11:57:00","grooming","Yes",NA,"No","02-Apr",2,"FieldSeason2018_grooming.csv","332",6,71,"",""
"477","Bin/Kom","30/11/2018","07:44:00","grooming","Yes",NA,"No","6",2,"FieldSeason2018_grooming.csv","358",6,72,"",""
"478","Mamo","10/08/2018","11:50:00","grooming","Yes","No","No","0.4",1,"2018_AK","338",6,73,"",""
"479","Hlo","30/11/2018","08:10:00","grooming","Yes",NA,"No","0.5",1,"FieldSeason2018_grooming.csv","359",6,74,"",""
"480","LBlind","17/07/2018","15:35:00","grooming","Yes","No","No","1",1,"FieldSeason2018_grooming.csv","322",6,75,"",""
"481","Nurk","02/08/2018","12:59:00","grooming","Yes","Yes","No","5",2,"FieldSeason2018_grooming.csv","330",6,75,"",""
"482","Nyan","06/12/2018","08:33:00","grooming","Yes",NA,"No","01-Feb",1,"2018_AK","362",6,77,"","bidirectional gr with Ghida at 8:18"
"483","Enge","03/11/2018","07:03:00","grooming","Yes","No","No","0.5",1,"FieldSeason2018_grooming.csv","348",6,78,"",""
"484","Ubu","23/07/2018","07:40:00","grooming","Yes",NA,"No","0.2",1,"FieldSeason2018_grooming.csv","328",6,79,"",""
"485","Pal","06/01/2019","07:04:00","grooming","Yes",NA,"No","01-May",1,"FieldSeason2018_grooming.csv","372",6,81,"",""
"486","Siel","10/09/2018","09:33:00","IGE","No","Yes","Yes","07-Jan",3,"FieldSeason2018_IGE.csv","380",7,1,"",""
"487","Boc","15/08/2018","07:48:00","IGE","No",NA,"Yes","5",2,"FieldSeason2018_IGE.csv","378",7,2,"",""
"488","Van","08/01/2019","06:43:00","IGE","Unknown",NA,"Yes","Jan-45",1,"FieldSeason2018_IGE.csv","440",7,3,"",""
"489","Eina","14/11/2018","08:34:00","gr & nursing","Yes","Yes","No","0.9",1,"FieldSeason2018_nursing.csv","462",7,4,"","tube says 09:45h"
"490","Aapi","28/11/2018","10:45:00","nursing","No","Yes","No","9",3,"FieldSeason2018_nursing.csv","505",7,5,"",""
"491","Potj","14/11/2018","12:48:00","nursing","No","Yes","No","04-May",2,"FieldSeason2018_nursing.csv","466",7,6,"",""
"492","Enge","01/12/2018","08:17:00","IGE","Yes","No","Yes","01-May",1,"FieldSeason2018_IGE.csv","401",7,7,"",""
"493","Rhe","17/09/2018","12:43:00","Control","No","No","No","0.6",1,"FieldSeason2016-18.csv","611",7,8,"",""
"494","Rede","14/12/2018","05:52:00","nursing","No","Yes","No","0.5",1,"FieldSeason2018_nursing.csv","530",7,9,"",""
"495","Enge","03/12/2018","15:24:00","Control","No","No","No","0.75",1,"FieldSeason2016-18.csv","644",7,10,"",""
"496","Boc","04/08/2018","10:47:00","Control","No","No","No","06-Jul",3,"FieldSeason2016-18.csv","592",7,11,"",""
"497","Pal","08/11/2018","08:51:00","Control","No","No","No","05-Jan",2,"FieldSeason2016-18.csv","626",7,12,"",""
"498","Hipp","21/12/2018","08:57:00","IGE","Yes","Yes","Yes","6",2,"FieldSeason2018_IGE.csv","412",7,13,"",""
"499","Miel","25/11/2018","05:08:00","nursing","No","Yes","No","0.3",1,"FieldSeason2018_nursing.csv","492",7,14,"",""
"500","Neu","08/09/2018","08:29:00","Control","No","No","No","01-Jan",NA,"FieldSeason2016-18.csv","601",7,15,"",""
"501","Rede","14/12/2018","11:36:00","nursing + ?","No","Yes","No","01-Apr",1,"FieldSeason2018_nursing.csv","534",7,16,"",""
"502","Enge","06/12/2018","08:41:00","IGE","Yes","No","Yes","2",1,"FieldSeason2018_IGE.csv","403",7,17,"",""
"503","Potj","15/11/2018","08:23:00","nursing","No","Yes","No","05-Jun",3,"FieldSeason2018_nursing.csv","468",7,18,"",""
"504","Miel","19/12/2018","09:09:00","nursing","No","Yes","No","3",2,"FieldSeason2018_nursing.csv","541",7,19,"",""
"505","Ubu","09/11/2018","08:19:00","Control","No","No","No","06-Jun",2,"FieldSeason2016-18.csv","627",7,20,"",""
"506","Eina","20/11/2018","10:56:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","479",7,21,"",""
"507","Boc","22/12/2018","10:51:00","Control","No","No","No","05-Jan",1,"FieldSeason2016-18.csv","653",7,22,"",""
"508","Nooi","06/01/2019","06:08:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","568",7,23,"",""
"509","Potj","26/12/2018","06:45:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","554",7,24,"",""
"510","Ouli","11/11/2018","06:43:00","gr & nursing","Yes","Yes","No","08-Mar",3,"FieldSeason2018_nursing.csv","457",7,25,"",""
"511","Ubu","30/11/2018","13:27:00","Control","No","No","No","01-Apr",1,"FieldSeason2016-18.csv","638",7,26,"",""
"512","Nooi","23/11/2018","10:29:00","nursing & social","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","487",7,27,"",""
"513","Rhe","09/11/2018","08:36:00","Control","No","No","No","03-Mar",1,"FieldSeason2016-18.csv","628",7,28,"",""
"514","Han","26/11/2018","07:44:00","Control","No","No","No","0.6",1,"FieldSeason2016-18.csv","635",7,29,"",""
"515","Han","30/11/2018","10:04:00","IGE","Unknown",NA,"Yes","0.4",1,"FieldSeason2018_IGE.csv","400",7,30,"","looks rather dirty"
"516","Pal","30/11/2018","13:47:00","Control","No","No","No","02-Jan",2,"FieldSeason2016-18.csv","639",7,31,"",""
"517","Riss","30/12/2018","07:40:00","IGE","Unknown","Yes","Yes","0.7",1,"FieldSeason2018_IGE.csv","427",7,32,"",""
"518","Van","04/11/2018","06:59:00","Control","No","No","No","0.6",1,"FieldSeason2016-18.csv","619",7,33,"",""
"519","Fen","06/11/2018","14:21:00","Control","No","No","No","Jan-43",1,"FieldSeason2016-18.csv","622",7,34,"",""
"520","Miel","08/11/2018","13:00:00","nursing","No","Yes","No","07-May",3,"FieldSeason2018_nursing.csv","450",7,35,"",""
"521","Rhe","22/12/2018","07:12:00","Control","No","No","No","0.6",1,"FieldSeason2016-18.csv","652",7,36,"",""
"522","Fen","02/11/2018","13:36:00","Control","No","No","No","02-Aug",2,"FieldSeason2016-18.csv","615",7,37,"",""
"523","Pal","30/11/2018","13:47:00","Control","No","No","No","02-Jan",2,"FieldSeason2016-18.csv","639",7,38,"",""
"524","Gugu","15/08/2018","12:50:00","grooming","Yes","No","No","0.4",1,"2018_AK","339",7,39,"",""
"525","Vin","03/11/2018","11:40:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","616",7,40,"",""
"526","Ouli","14/11/2018","10:39:00","gr & nursing","Yes","Yes","No","0.4",1,"FieldSeason2018_nursing.csv","465",7,41,"","assume this is the tube, hour in tube says 12:29"
"527","Ubu","24/12/2018","12:06:00","grooming","Yes",NA,"No","3",1,"FieldSeason2018_grooming.csv","366",7,42,"",""
"528","Nyan","15/12/2018","07:32:00","grooming","Yes",NA,"No","01-Feb",1,"2018_AK","364",7,43,"","receives gr from Ndaw"
"529","Eina","16/11/2018","07:01:00","gr & nursing","Yes","Yes","No","07-May",3,"FieldSeason2018_nursing.csv","472",7,44,"",""
"530","Van","14/12/2018","10:41:00","Control","No","No","No","03-Apr",2,"FieldSeason2016-18.csv","645",7,45,"",""
"531","Nurk","23/12/2018","06:51:00","nursing + ?","No","Yes","No","0.4",1,"FieldSeason2018_nursing.csv","550",7,46,"",""
"532","Boc","06/09/2018","13:05:00","grooming","UNK","Yes","No","0.15",1,"FieldSeason2018_grooming.csv","343",7,47,"",""
"533","Hipp","20/07/2018","10:02:00","grooming","Yes","ToCheck","No","0.4",1,"FieldSeason2018_grooming.csv","326",7,48,"",""
"534","Heer","06/11/2018","12:39:00","grooming","Yes","No","No","0.7",1,"FieldSeason2018_grooming.csv","351",7,49,"",""
"535","Ubu","17/07/2017","11:08:00","grooming","Yes",NA,"No","04-Jul",2,"FieldSeason2018_grooming.csv","321",7,50,"","tube was right, date in file wrong, it's 2017!"
"536","Pal","18/07/2018","08:14:00","Control","No","No","No","5",2,"FieldSeason2016-18.csv","574",7,51,"",""
"537","Boc","18/07/2018","10:36:00","grooming","Yes",NA,"No","03-Jul",2,"FieldSeason2018_grooming.csv","324",7,52,"",""
"538","Heer","22/12/2018","13:27:00","grooming","Yes","No","No","6",3,"FieldSeason2018_grooming.csv","365",7,53,"",""
"539","Vin","19/07/2018","08:23:00","Control","No","No","No","01-Jun",1,"FieldSeason2016-18.csv","579",7,54,"",""
"540","Han","01/12/2018","10:14:00","grooming","Yes",NA,"No","0.25",1,"FieldSeason2018_grooming.csv","360",7,55,"",""
"541","Nurk","14/11/2018","09:08:00","nursing","No","Yes","No","0.65",1,"FieldSeason2018_nursing.csv","463",7,56,"",""
"542","Nurk","02/08/2018","12:59:00","grooming","Yes","Yes","No","5",2,"FieldSeason2018_grooming.csv","330",7,57,"",""
"543","Nkos","09/11/2018","17:02:00","nursing","No","Yes","No","0.6",1,"AKnursing2018.csv","454",7,58,"",""
"544","Bin/Kom","30/11/2018","07:44:00","grooming","Yes",NA,"No","6",2,"FieldSeason2018_grooming.csv","358",7,59,"",""
"545","Lblind","04/12/2018","12:44:00","nursing","No","Yes","No","02-Apr",1,"FieldSeason2018_nursing.csv","520",7,60,"",""
"546","Pal","15/09/2018","09:06:00","grooming","Yes","No","No","02-Jun",1,"FieldSeason2018_grooming.csv","345",7,61,"",""
"547","Ouli","24/11/2018","07:04:00","nursing","No","Yes","No","4",2,"FieldSeason2018_nursing.csv","489",7,62,"",""
"548","Bin/Kom","05/09/2018","08:02:00","Control","No","No","No","0.55",1,"FieldSeason2016-18.csv","599",7,63,"",""
"549","Nooi","29/11/2018","05:35:00","nursing","No","Yes","No","0",NA,"FieldSeason2018_nursing.csv","506",7,64,"","sample is extremely dirty, poop fell in the sample"
"550","Rhe","03/12/2018","08:45:00","grooming","Yes",NA,"No","0.25",1,"FieldSeason2018_grooming.csv","361",7,65,"",""
"551","Neu","25/12/2018","09:03:00","IGE","Yes",NA,"Yes","0.3",1,"FieldSeason2018_IGE.csv","418",7,66,"","tube says 8:03"
"552","Rhe","24/12/2018","11:04:00","Control","No","No","No","06-Jul",3,"FieldSeason2016-18.csv","654",7,67,"",""
"553","Heer","22/12/2018","13:27:00","grooming","Yes","No","No","6",3,"FieldSeason2018_grooming.csv","365",7,68,"",""
"554","Boc","26/12/2018","10:26:00","grooming","Yes",NA,"No","01-May",1,"FieldSeason2018_grooming.csv","367",7,69,"",""
"555","Riss","04/01/2019","06:30:00","IGE","Yes","Yes","Yes","0.7",1,"FieldSeason2018_IGE.csv","433",7,70,"",""
"556","Gugu","04/08/2018","06:56:00","grooming","Yes","No","No","06-Jun",2,"2018_AK","333",7,71,"",""
"557","Heer","08/11/2018","06:21:00","Control","No","No","No","01-Feb",1,"FieldSeason2016-18.csv","624",7,72,"",""
"558","Aapi","15/12/2018","07:41:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","535",7,73,"",""
"559","Bin/Kom","14/09/2018","14:43:00","Control","No","No","No","02-Mar",2,"FieldSeason2016-18.csv","608",7,74,"",""
"560","Ubu","13/11/2018","08:23:00","Control","No","No","No","0.9",1,"FieldSeason2016-18.csv","630",7,75,"",""
"561","Ubu","23/12/2018","09:49:00","Control","No","No","No","03-Mar",2,"FieldSeason2016-18.csv","572",7,76,"","make sure tube is saying 2018"
"562","Hlo","24/12/2018","11:44:00","Control","No","No","No","01-Feb",1,"FieldSeason2016-18.csv","655",7,77,"",""
"563","Hlo","05/11/2018","09:50:00","Control","No","No","No","02-Aug",1,"FieldSeason2016-18.csv","620",7,78,"",""
"564","Pal","24/11/2018","07:14:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","633",7,79,"",""
"565","Nyan","28/12/2018","11:50:00","grooming","Yes",NA,"No","0.6",1,"2018_AK","368",7,80,"",""
"566","Pal","03/12/2018","13:32:00","Control","No","No","No","01-May",1,"FieldSeason2016-18.csv","643",7,81,"",""
"567","Ubu","09/11/2018","08:19:00","Control","No","No","No","06-Jun",2,"FieldSeason2016-18.csv","627",8,1,"",""
"568","Nooi","19/12/2018","08:29:00","nursing","No","Yes","No","03-Jan",1,"FieldSeason2018_nursing.csv","540",8,2,"",""
"569","Neu","03/08/2018","15:54:00","Control","No","No","No","03-Mar",1,"FieldSeason2016-18.csv","590",8,3,"",""
"570","Boc","04/08/2018","10:47:00","Control","No","No","No","06-Jul",3,"FieldSeason2016-18.csv","592",8,4,"",""
"571","Hipp","14/12/2018","08:25:00","nursing","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","532",8,5,"",""
"572","Siel","17/11/2018","06:48:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","475",8,6,"",""
"573","Miel","02/01/2018","11:30:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","441",8,7,"","tube says year 2019 not 2018, change!"
"574","Aapi","28/11/2018","10:45:00","nursing","No","Yes","No","9",3,"FieldSeason2018_nursing.csv","505",8,8,"",""
"575","Ouli","21/11/2018","11:33:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","482",8,9,"",""
"576","Bas","10/08/2018","10:27:00","Control","No","No","No","03-Mar",1,"FieldSeason2016-18.csv","595",8,10,"",""
"577","Potj","12/09/2018","10:00:00","Control","No","No","No","06-Jun",2,"FieldSeason2016-18.csv","607",8,11,"",""
"578","Boc","08/11/2018","05:40:00","Control","No","No","No","0.8",1,"FieldSeason2016-18.csv","623",8,12,"",""
"579","Neu","20/07/2018","11:33:00","Control","No","No","No","0.4",1,"FieldSeason2016-18.csv","581",8,13,"",""
"580","Bin/Kom","17/09/2018","14:03:00","Control","No","No","No","0.5",1,"FieldSeason2016-18.csv","612",8,14,"",""
"581","Siel","14/12/2018","05:29:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","529",8,15,"",""
"582","Siel","26/12/2018","06:48:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","555",8,16,"",""
"583","Siel","04/12/2018","07:02:00","nursing","No","Yes","No","0.3",3,"FieldSeason2018_nursing.csv","517",8,17,"",""
"584","Hlo","23/07/2018","14:26:00","Control","No","No","No","06-Jun",2,"FieldSeason2016-18.csv","583",8,18,"",""
"585","Hlo","13/11/2018","11:15:00","Control","No","No","No","02-Jun",1,"FieldSeason2016-18.csv","631",8,19,"",""
"586","Pal","08/11/2018","08:51:00","Control","No","No","No","05-Jan",2,"FieldSeason2016-18.csv","626",8,20,"",""
"587","Pal","18/07/2018","08:14:00","Control","No","No","No","5",2,"FieldSeason2016-18.csv","574",8,21,"",""
"588","Aapi","02/01/2019","09:10:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","560",8,22,"",""
"589","Rede","23/12/2018","05:36:00","nursing","No","Yes","No","01-Jan",1,"FieldSeason2018_nursing.csv","548",8,23,"",""
"590","Hlo","15/12/2018","09:31:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","647",8,24,"","tube says 9:26h instead"
"591","Siel","03/11/2018","16:00:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","618",8,25,"",""
"592","Siel","19/12/2018","09:59:00","nursing","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","542",8,26,"",""
"593","Pal","07/08/2018","11:08:00","Control","No","No","No","1",1,"FieldSeason2016-18.csv","594",8,27,"",""
"594","Fen","01/12/2018","12:18:00","Control","No","No","No","03-May",2,"FieldSeason2016-18.csv","640",8,28,"",""
"595","Neu","15/09/2018","07:39:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","609",8,29,"",""
"596","Ubu","14/12/2018","12:39:00","Control","No","No","No","06-Jun",2,"FieldSeason2016-18.csv","646",8,30,"","tube says 11:50h instead"
"597","Hlo","03/12/2018","09:16:00","Control","No","No","No","03-Mar",1,"FieldSeason2016-18.csv","641",8,31,"",""
"598","Hipp","14/08/2018","09:54:00","Control","No","No","No","0.4",1,"FieldSeason2016-18.csv","597",8,32,"",""
"599","Riss","08/11/2018","06:59:00","Control","No","No","No","0.7",1,"FieldSeason2016-18.csv","625",8,33,"",""
"600","Rede","19/11/2018","07:30:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","632",8,34,"","tube says 8:08"
"601","Ubu","02/11/2018","06:15:00","Control","No","No","No","02-Mar",2,"FieldSeason2016-18.csv","613",8,35,"",""
"602","Ubu","22/12/2018","07:03:00","Control","No","No","No","Jan-55",1,"FieldSeason2016-18.csv","651",8,36,"",""
"603","Potj","15/11/2018","08:23:00","nursing","No","Yes","No","05-Jun",3,"FieldSeason2018_nursing.csv","468",8,37,"",""
"604","Pal","11/09/2018","08:23:00","Control","No","No","No","0.5",1,"FieldSeason2016-18.csv","605",8,38,"",""
"605","Boc","27/11/2018","12:52:00","Control","No","No","No","02-Jul",1,"FieldSeason2016-18.csv","637",8,39,"",""
"606","Bas","15/09/2018","08:33:00","Control","No","No","No","01-May",1,"FieldSeason2016-18.csv","610",8,40,"",""
"607","Hipp","11/09/2018","17:00:00","Control","No","No","No","0.9",1,"FieldSeason2016-18.csv","606",8,41,"",""
"608","Ouli","24/11/2018","07:04:00","nursing","No","Yes","No","4",2,"FieldSeason2018_nursing.csv","489",8,42,"",""
"609","Pal","01/08/2018","10:30:00","Control","No","No","No","0.8",1,"FieldSeason2016-18.csv","588",8,43,"",""
"610","Ubu","14/12/2018","12:39:00","Control","No","No","No","06-Jun",2,"FieldSeason2016-18.csv","646",8,44,"","tube says 11:50h instead"
"611","Piep","03/01/2019","11:07:00","nursing","No","Yes","No","03-Feb",1,"FieldSeason2018_nursing.csv","562",8,45,"",""
"612","Riss","24/07/2018","06:40:00","Control","No","No","No","0.3",1,"FieldSeason2016-18.csv","585",8,46,"",""
"613","Lblind","27/11/2018","12:02:00","nursing","No","Yes","No","0.4",1,"FieldSeason2018_nursing.csv","500",8,47,"",""
"614","Fen","03/01/2019","12:12:00","IGE","No",NA,"Yes","01-Jun",1,"FieldSeason2018_IGE.csv","431",8,48,"",""
"615","Rede","04/01/2019","10:30:00","nursing","No","Yes","No","0.5",1,"FieldSeason2018_nursing.csv","564",8,49,"",""
"616","Boc","03/12/2018","10:31:00","Control","No","No","No","1",1,"FieldSeason2016-18.csv","642",8,50,"",""
"617","Riss","12/12/2017","05:40:00","control & nursing","No","Yes","No","01-Mar",1,"FieldSeason2016-18.csv","309",8,51,"",""
"618","Potj","09/11/2018","07:27:00","nursing","No","Yes","No","0",1,"FieldSeason2018_nursing.csv","452",8,52,"?",""
"619","Siel","21/09/2017","08:28:00","control","No","No","No","0.9",1,"FieldSeason2016-18.csv","175",8,53,"",""
"620","Ubu","17/11/2017","08:07:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","251",8,54,"",""
"621","Ubu","15/02/2017","16:15:00","control","No","No","No","0.7",1,"FieldSeason2016-18.csv","77",8,55,"",""
"622","Gese","26/05/2017","07:20:00","control","No","No","No","0.5",1,"FieldSeason2016-18.csv","85",8,56,"yes",""
"623","Lblind","06/12/2017","05:11:00","control","No","No","No","0.9",1,"FieldSeason2016-18.csv","294",8,57,"yes",""
"624","Nyan","22/12/2018","11:35:00","control","No","No","No","03-Mar",1,"AKcontrol2018.csv","13",8,58,"?","not sure as tube says 10:20, check!"
"625","Gene","28/08/2017","06:49:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","140",8,59,"yes",""
"626","Neu","22/08/2017","08:45:00","grooming","UNK","No","No","0.4",1,"FieldSeason2016-18.csv","134",8,60,"?","tube says 08:45"
"627","Neu","25/07/2017","08:18:00","grooming","Yes","No","No","0.5",1,"FieldSeason2016-18.csv","90",8,61,"?",""
"628","Siel","03/10/2017","09:42:00","control","No","No","No","0.5",1,"FieldSeason2016-18.csv","188",8,62,"?","tube says09:42h but 02/10/2027"
"629","Hipp","05/12/2017","11:30:00","grooming","Yes","No","No","1",1,"FieldSeason2016-18.csv","291",8,63,"yes","tube says 10:11"
"630","Hwa","09/11/2017","08:01:00","control","No","No","No","1",1,"FieldSeason2016-18.csv","229",8,64,"?",""
"631","Hwa","20/12/2016","09:40:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","64",8,65,"?",""
"632","Nyo","14/11/2017","07:05:00","control","No","No","No","0.7",1,"FieldSeason2016-18.csv","248",8,67,"?",""
"633","Mad","10/01/2017","15:10:00","control","No","No","No","0.4",1,"FieldSeason2016-18.csv","68",8,68,"?","almost surely low vol"
"634","Vin","28/11/2017","18:10:00","control","No","No","No","0.6",1,"FieldSeason2016-18.csv","277",9,1,"yes",""
"635","Hlo","13/10/2017","06:38:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","199",9,2,"yes","tube says 05:38"
"636","Neu","06/12/2017","05:02:00","control","No","No","No","1",1,"FieldSeason2016-18.csv","293",9,3,"yes",""
"637","Enge","29/07/2017","12:14:00","control","No","No","No","0.2",1,"FieldSeason2016-18.csv","99",9,4,"yes","tube says 9:49 hour"
"638","LBlind","10/11/2017","10:38:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","237",9,5,"yes",""
"639","Unw","09/09/2017","06:16:00","control","No","No","No","01-Jan",1,"FieldSeason2016-18.csv","159",9,6,"yes",""
"640","Neu","25/11/2016","15:03:00","control","No","No","No","0.6",1,"FieldSeason2016-18.csv","37",9,7,"yes",""
"641","Gene","06/10/2017","06:06:00","control","No","No","No","03-Jun",2,"FieldSeason2016-18.csv","194",9,8,"yes","second tube as low volume sample"
"642","Numb","23/11/2016","16:38:00","control","No","No","No","01-Apr",1,"FieldSeason2016-18.csv","33",9,9,"yes",""
"643","Gaya","14/10/2017","06:32:00","grooming","Yes","No","No","0.1",1,"FieldSeason2016-18.csv","201",9,10,"yes",""
"644","Lblind","23/11/2017","08:56:00","control","No","No","No","0.2",1,"FieldSeason2016-18.csv","261",9,11,"yes",""
